stdg_Cd,bjd_Nm,posifertca_Fachs1_Area,posifertca_Fachs2_Area,posifertca_Fachs3_Area,posifertca_Fachs4_Area,posifertca_Fachs5_Area,posifertca_Fachs6_Area,posifertca_Fruit1_Area,posifertca_Fruit2_Area,posifertca_Fruit3_Area,posifertca_Fruit4_Area,posifertca_Fruit5_Area,posifertca_Fruit6_Area,posifertca_Pfld1_Area,posifertca_Pfld2_Area,posifertca_Pfld3_Area,posifertca_Pfld4_Area,posifertca_Pfld5_Area,posifertca_Pfld6_Area,posifertca_Rfld1_Area,posifertca_Rfld2_Area,posifertca_Rfld3_Area,posifertca_Rfld4_Area,posifertca_Rfld5_Area,posifertca_Rfld6_Area
4886034029,경상남도 산청군 금서면 화계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,5,4,2,1,7,15,25,23
4476038027,충청남도 부여군 남면 신홍리,0,1,0,0,1,5,25,0,0,0,1,3,2,5,3,3,2,3,35,1,2,3,1,3
4476038028,충청남도 부여군 남면 금천리,0,1,0,0,0,1,-,-,-,-,-,-,2,3,5,3,2,2,17,3,4,3,2,2
4476038029,충청남도 부여군 남면 삼용리,0,0,0,2,1,0,-,-,-,-,-,-,3,1,3,2,0,1,26,1,3,3,2,11
4476039021,충청남도 부여군 충화면 천당리,0,0,0,1,0,0,181,17,7,3,2,2,2,1,1,1,1,2,9,7,15,8,2,3
4476039022,충청남도 부여군 충화면 복금리,0,0,1,0,0,1,100,1,2,1,0,0,1,1,1,1,0,2,14,7,8,5,4,1
4476039024,충청남도 부여군 충화면 현미리,-,-,-,-,-,-,63,2,0,2,3,0,17,0,0,0,0,1,6,3,12,4,2,1
4476039026,충청남도 부여군 충화면 가화리,2,0,0,1,0,1,34,2,1,0,0,0,1,1,0,1,1,1,9,5,1,1,0,1
4476039027,충청남도 부여군 충화면 팔충리,6,0,0,0,1,3,20,1,0,3,0,0,1,2,0,0,1,1,16,10,9,3,4,2
4476039028,충청남도 부여군 충화면 만지리,3,0,1,1,2,7,158,11,4,0,0,0,2,11,10,1,4,2,27,16,31,22,17,12
4476040000,충청남도 부여군 양화면,16,12,11,6,9,32,133,4,8,0,0,6,3,4,6,7,5,27,234,68,539,131,191,54
4476040021,충청남도 부여군 양화면 송정리,0,1,1,0,2,7,22,0,0,0,0,0,0,0,1,0,0,1,10,5,4,3,1,2
4139011200,경기도 시흥시 과림동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,3,0,3,6,2,16
4139011300,경기도 시흥시 계수동,0,0,0,1,0,1,0,0,0,0,0,1,2,5,3,5,7,17,-,-,-,-,-,-
4145010900,경기도 하남시 망월동,0,0,0,0,0,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4145011100,경기도 하남시 미사동,0,0,0,0,0,2,-,-,-,-,-,-,2,0,0,2,1,16,-,-,-,-,-,-
4145011800,경기도 하남시 춘궁동,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4145011900,경기도 하남시 하사창동,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,6,-,-,-,-,-,-
4145012100,경기도 하남시 항동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-
4882031021,경상남도 고성군 삼산면 병산리,-,-,-,-,-,-,3,0,0,0,0,6,1,2,0,0,0,0,0,2,6,4,2,5
4617036025,전라남도 나주시 다시면 복암리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,7,12,3,6,13,41,80,70,66
4617036026,전라남도 나주시 다시면 가흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,5,8,0,14,8,45,79,75,43
3117010800,울산광역시 동구 서부동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,1,1,0,0
3120000000,울산광역시 북구,1,4,4,4,2,54,17,6,10,5,2,8,15,11,10,22,11,63,159,88,97,98,99,202
3020014800,대전광역시 유성구 금고동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,21,8,5,1
3020014900,대전광역시 유성구 대동,0,0,0,0,0,27,-,-,-,-,-,-,0,0,0,2,0,4,2,18,38,22,8,4
3020015000,대전광역시 유성구 금탄동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,0,1,8,18,7,4,2
3020015100,대전광역시 유성구 신동,0,0,0,0,0,4,1,0,0,0,0,0,-,-,-,-,-,-,0,3,17,7,2,0
4159040022,경기도 화성시 양감면 사창리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,2,2,4,1,7,7,4,3,3
4159040024,경기도 화성시 양감면 송산리,0,0,0,0,1,1,0,0,0,0,2,2,0,1,2,1,1,2,0,2,6,4,2,3
4159040026,경기도 화성시 양감면 요당리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,5,9,0,2,3,2,1,2
4159040027,경기도 화성시 양감면 대양리,-,-,-,-,-,-,-,-,-,-,-,-,2,3,13,6,10,6,3,17,17,14,10,5
4159041021,경기도 화성시 정남면 발산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,3,22,28,26,41
4159041022,경기도 화성시 정남면 괘랑리,-,-,-,-,-,-,0,0,1,0,0,0,0,1,0,0,2,2,2,4,16,21,22,45
4159041024,경기도 화성시 정남면 관항리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,2,0,0,5,7,7,14
4159041025,경기도 화성시 정남면 오일리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,0,5,10,15,16,17
4159041027,경기도 화성시 정남면 문학리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,4,0,5,3,2,4,2
4159041028,경기도 화성시 정남면 신리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,3,2,7
4782036036,경상북도 청도군 금천면 방지리,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3,6,2,7,1,2,5,2,1,2
4782036037,경상북도 청도군 금천면 임당리,-,-,-,-,-,-,0,1,1,2,2,13,2,1,2,5,4,17,1,4,10,9,1,3
4782036038,경상북도 청도군 금천면 신지리,-,-,-,-,-,-,0,0,0,0,0,2,2,2,2,3,3,27,5,2,5,6,2,6
4886035028,경상남도 산청군 삼장면 대하리,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,0,0,0,2,16,5,0
4886036000,경상남도 산청군 시천면,2,4,1,7,7,13,60,16,14,38,22,4,13,21,67,101,13,15,6,6,58,89,34,20
4886036021,경상남도 산청군 시천면 중산리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,8,5,1,2,-,-,-,-,-,-
4886036023,경상남도 산청군 시천면 내대리,0,0,0,3,0,0,1,0,0,0,0,0,1,2,5,6,1,0,0,0,0,0,1,0
4886036025,경상남도 산청군 시천면 반천리,-,-,-,-,-,-,0,0,0,0,2,0,0,0,4,3,0,1,-,-,-,-,-,-
4886036026,경상남도 산청군 시천면 원리,-,-,-,-,-,-,2,3,0,9,4,0,1,5,8,5,2,1,0,3,18,4,2,0
4886036028,경상남도 산청군 시천면 천평리,2,4,1,3,5,10,2,0,0,2,2,0,1,2,11,6,1,8,0,0,7,21,6,9
4886036030,경상남도 산청군 시천면 신천리,-,-,-,-,-,-,1,0,5,2,1,0,0,2,7,3,2,0,1,0,4,1,0,0
4313039000,충청북도 충주시 금가면,0,0,1,4,4,26,2,4,11,13,21,52,17,37,58,72,94,169,2,16,53,76,59,43
2726012700,대구광역시 수성구 대흥동,-,-,-,-,-,-,6,5,4,6,2,4,0,0,0,0,0,2,1,0,1,3,3,2
2714013900,대구광역시 동구 미대동,2,27,12,10,11,47,1,1,3,3,1,0,8,6,8,6,6,10,4,24,65,79,40,27
2714014200,대구광역시 동구 중대동,0,1,0,0,1,0,19,18,13,9,7,11,12,5,6,2,2,6,0,1,1,1,1,1
2717000000,대구광역시 서구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2723011300,대구광역시 북구 검단동,0,0,0,0,1,5,-,-,-,-,-,-,0,6,16,19,19,47,2,3,7,3,1,0
2723011600,대구광역시 북구 조야동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,-,-,-,-,-,-
2723011900,대구광역시 북구 동호동,0,0,1,0,2,6,-,-,-,-,-,-,0,1,3,0,0,1,3,5,4,3,1,0
2723012800,대구광역시 북구 팔달동,0,0,0,0,0,15,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
2723013100,대구광역시 북구 연경동,0,1,1,0,1,4,0,0,0,1,1,2,0,1,2,4,4,13,0,1,2,4,5,5
2726010100,대구광역시 수성구 범어동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1
2726011200,대구광역시 수성구 지산동,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
2726011500,대구광역시 수성구 매호동,0,1,1,2,1,17,6,5,9,9,3,13,2,1,3,4,5,11,0,0,1,4,10,20
2726011800,대구광역시 수성구 신매동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2726012400,대구광역시 수성구 이천동,-,-,-,-,-,-,5,7,9,5,5,12,2,0,1,1,1,4,0,0,0,0,1,5
2729010100,대구광역시 달서구 성당동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,0,-,-,-,-,-,-
4882034021,경상남도 고성군 상리면 척번정리,-,-,-,-,-,-,0,1,0,1,0,1,0,0,1,0,0,2,6,16,28,30,10,9
4882034022,경상남도 고성군 상리면 고봉리,-,-,-,-,-,-,8,0,1,2,0,5,1,3,4,1,2,1,4,6,5,10,4,3
4882034024,경상남도 고성군 상리면 오산리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,0,1,6,17,23,6,4,2
4882034025,경상남도 고성군 상리면 동산리,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,2,5,5,3,2
4882034027,경상남도 고성군 상리면 무선리,-,-,-,-,-,-,2,5,1,0,4,10,5,1,1,1,2,1,3,4,3,1,2,1
4882034028,경상남도 고성군 상리면 자은리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,2,2,10,19,22,14,12
4882035000,경상남도 고성군 대가면,0,0,0,0,0,1,14,0,0,1,0,5,4,6,13,13,11,34,15,59,122,141,111,103
4882035022,경상남도 고성군 대가면 금산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,8,0,3,9,22,12,12
4822011400,경상남도 통영시 당동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,2,1,3,-,-,-,-,-,-
3114010400,울산광역시 남구 신정동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,0,1
3114010500,울산광역시 남구 달동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3114010700,울산광역시 남구 여천동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3114010900,울산광역시 남구 선암동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
3114011000,울산광역시 남구 상개동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4480025024,충청남도 홍성군 홍성읍 월산리,-,-,-,-,-,-,3,2,0,7,8,2,0,0,3,1,0,2,2,1,1,1,1,4
4480025025,충청남도 홍성군 홍성읍 옥암리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,1,1,4,1,0,1,3,3,3
4480025027,충청남도 홍성군 홍성읍 학계리,0,0,0,0,0,1,-,-,-,-,-,-,1,0,0,0,1,2,1,1,2,5,3,5
4480025028,충청남도 홍성군 홍성읍 신성리,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3
4480025030,충청남도 홍성군 홍성읍 고암리,-,-,-,-,-,-,1,0,0,0,0,4,0,0,0,0,0,2,1,0,2,2,3,5
4480025032,충청남도 홍성군 홍성읍 구룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,1,1,1,4,3,7
4480025321,충청남도 홍성군 광천읍 신진리,-,-,-,-,-,-,0,3,0,1,2,3,0,1,0,0,0,6,2,1,6,4,4,8
4479039027,충청남도 청양군 비봉면 강정리,-,-,-,-,-,-,11,0,0,4,0,0,10,4,3,11,6,19,13,25,47,27,11,6
4125010800,경기도 동두천시 안흥동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,1,1
4688034025,전라남도 장성군 삼서면 대도리,-,-,-,-,-,-,0,0,0,2,2,3,2,3,3,2,3,2,1,3,29,31,19,6
4688034027,전라남도 장성군 삼서면 수해리,-,-,-,-,-,-,0,2,0,3,0,9,2,3,6,7,2,1,2,21,68,73,25,32
4688034028,전라남도 장성군 삼서면 우치리,-,-,-,-,-,-,1,1,0,0,0,5,8,21,25,24,6,23,10,25,28,27,1,4
4688034030,전라남도 장성군 삼서면 석마리,-,-,-,-,-,-,0,0,4,5,3,5,2,6,8,1,1,2,0,6,30,13,5,0
4688034031,전라남도 장성군 삼서면 보생리,-,-,-,-,-,-,2,3,12,17,14,54,5,5,9,5,3,5,3,9,23,6,4,0
1114014300,서울특별시 중구 장충동1가,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4673037034,전라남도 구례군 산동면 위안리,-,-,-,-,-,-,22,5,1,0,0,4,25,5,6,12,9,22,6,5,11,11,3,6
4673037035,전라남도 구례군 산동면 탑정리,0,0,0,0,0,8,263,17,191,188,13,43,58,33,11,11,111,44,8,9,16,24,12,34
4689025322,전라남도 완도군 금일읍 신구리,-,-,-,-,-,-,7,1,2,1,1,11,28,12,5,2,2,3,4,6,4,3,6,49
4689025323,전라남도 완도군 금일읍 척치리,-,-,-,-,-,-,0,0,0,0,0,2,27,11,3,0,0,0,3,4,3,5,2,13
4689025325,전라남도 완도군 금일읍 충동리,-,-,-,-,-,-,1,0,0,0,0,0,44,10,6,0,0,1,0,0,0,0,0,1
4689025326,전라남도 완도군 금일읍 월송리,-,-,-,-,-,-,-,-,-,-,-,-,34,14,0,1,0,2,1,2,2,3,2,72
4688039026,전라남도 장성군 북이면 죽청리,0,0,0,0,0,1,2,0,0,2,2,5,1,1,2,3,14,7,6,5,7,12,1,1
4688037025,전라남도 장성군 서삼면 추암리,-,-,-,-,-,-,0,3,0,4,0,2,1,1,6,20,17,8,2,2,4,3,1,0
4688037026,전라남도 장성군 서삼면 금계리,-,-,-,-,-,-,1,0,0,0,0,0,3,1,2,12,12,9,1,3,8,9,10,13
4689025000,전라남도 완도군 완도읍,0,0,0,0,1,2,8,7,7,6,5,27,72,65,72,59,58,349,137,140,186,138,127,559
4689025021,전라남도 완도군 완도읍 군내리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4689025023,전라남도 완도군 완도읍 죽청리,-,-,-,-,-,-,1,1,1,1,2,4,4,9,13,11,12,35,2,5,4,3,3,7
4689025024,전라남도 완도군 완도읍 장좌리,-,-,-,-,-,-,1,0,0,0,0,1,8,6,5,4,5,20,1,1,5,5,4,10
4689025025,전라남도 완도군 완도읍 대야리,-,-,-,-,-,-,0,0,0,1,0,1,11,6,10,4,1,12,2,4,3,6,7,24
4689025026,전라남도 완도군 완도읍 망석리,-,-,-,-,-,-,0,0,1,0,0,1,1,0,0,1,1,4,5,2,1,1,1,3
4677031027,전라남도 고흥군 풍양면 안동리,-,-,-,-,-,-,3,0,3,4,6,16,5,1,4,2,10,25,20,29,23,44,68,71
4677031028,전라남도 고흥군 풍양면 매곡리,-,-,-,-,-,-,3,3,5,8,6,12,15,9,5,11,15,17,7,17,16,65,35,89
4677031030,전라남도 고흥군 풍양면 송정리,-,-,-,-,-,-,1,1,1,2,8,14,0,0,3,16,19,32,0,2,2,12,1,4
4677031031,전라남도 고흥군 풍양면 율치리,0,0,0,0,0,1,8,11,13,15,17,36,1,0,3,9,20,44,0,2,6,31,20,23
4677032000,전라남도 고흥군 도덕면,0,0,0,0,0,4,18,10,10,21,25,112,45,45,67,82,104,247,65,134,197,336,219,306
4613012300,전라남도 여수시 둔덕동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,1,1,8,8,5,6,2
4613012500,전라남도 여수시 만흥동,0,0,0,0,0,3,-,-,-,-,-,-,0,1,1,0,1,4,0,7,10,6,6,7
4613033000,전라남도 여수시 화양면,0,0,0,0,0,5,9,6,1,5,4,15,94,156,187,232,418,475,20,90,166,201,229,260
4613033021,전라남도 여수시 화양면 나진리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,11,13,12,34,0,6,12,16,14,8
4613033023,전라남도 여수시 화양면 창무리,-,-,-,-,-,-,-,-,-,-,-,-,2,9,10,19,27,51,0,1,2,7,9,38
4613033024,전라남도 여수시 화양면 이천리,-,-,-,-,-,-,-,-,-,-,-,-,5,9,9,12,29,25,0,0,0,1,1,4
4613011400,전라남도 여수시 봉강동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,-,-
4613011900,전라남도 여수시 여서동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,-,-,-,-,-,-
4613032029,전라남도 여수시 율촌면 상봉리,-,-,-,-,-,-,-,-,-,-,-,-,2,10,11,7,7,17,0,5,16,20,18,14
4613031021,전라남도 여수시 소라면 덕양리,-,-,-,-,-,-,0,0,0,0,0,1,36,34,11,11,12,40,16,29,23,12,14,18
4682038034,전라남도 해남군 계곡면 신평리,0,0,1,1,1,2,1,1,2,1,1,0,2,2,5,2,1,3,11,8,14,11,7,5
4682038035,전라남도 해남군 계곡면 황죽리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,2,2,0,8,6,8,4,1,1
4682039000,전라남도 해남군 마산면,0,4,6,3,1,3,9,2,10,5,3,14,298,440,490,428,323,579,170,470,974,848,455,544
4682043023,전라남도 해남군 화원면 신덕리,-,-,-,-,-,-,-,-,-,-,-,-,2,13,17,28,27,55,8,9,6,5,8,7
4682043024,전라남도 해남군 화원면 영호리,-,-,-,-,-,-,-,-,-,-,-,-,3,8,15,24,19,40,5,3,4,6,2,4
4682043026,전라남도 해남군 화원면 구림리,-,-,-,-,-,-,-,-,-,-,-,-,2,5,17,14,11,25,3,0,2,3,2,3
4682043027,전라남도 해남군 화원면 월호리,0,0,3,1,1,2,0,0,0,2,0,1,0,4,10,20,20,59,4,4,14,5,5,4
4482531022,충청남도 태안군 고남면 누동리,0,0,0,0,0,1,-,-,-,-,-,-,7,16,18,43,26,95,13,189,225,82,62,77
4482525027,충청남도 태안군 태안읍 평천리,-,-,-,-,-,-,-,-,-,-,-,-,18,22,29,29,21,70,42,60,72,48,24,30
4482525028,충청남도 태안군 태안읍 상옥리,0,0,0,0,0,3,-,-,-,-,-,-,5,5,11,16,30,80,3,17,32,29,8,8
4482525029,충청남도 태안군 태안읍 인평리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,3,16,42,63,9,24,39,26,19,18
4482525030,충청남도 태안군 태안읍 도내리,-,-,-,-,-,-,-,-,-,-,-,-,6,12,15,18,16,48,18,44,56,35,24,18
4482525032,충청남도 태안군 태안읍 산후리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,8,11,10,19,12,36,51,35,18,15
4482525033,충청남도 태안군 태안읍 삭선리,-,-,-,-,-,-,-,-,-,-,-,-,6,3,15,22,25,66,9,26,34,37,21,16
4482525321,충청남도 태안군 안면읍 승언리,0,1,0,0,0,2,-,-,-,-,-,-,18,36,65,84,55,199,43,111,83,121,75,118
4482525323,충청남도 태안군 안면읍 창기리,1,1,0,1,1,5,-,-,-,-,-,-,5,23,81,141,88,153,47,50,87,67,31,51
4482525324,충청남도 태안군 안면읍 중장리,0,0,1,2,2,15,-,-,-,-,-,-,3,89,36,129,78,148,38,123,228,232,106,314
4482525326,충청남도 태안군 안면읍 황도리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,5,22,-,-,-,-,-,-
4615031027,전라남도 순천시 해룡면 성산리,-,-,-,-,-,-,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,13
4613035022,전라남도 여수시 화정면 월호리,-,-,-,-,-,-,-,-,-,-,-,-,8,8,9,11,3,20,-,-,-,-,-,-
4613035023,전라남도 여수시 화정면 개도리,-,-,-,-,-,-,-,-,-,-,-,-,7,12,16,18,17,54,0,6,10,19,14,18
4613035024,전라남도 여수시 화정면 제도리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,3,2,0,6,-,-,-,-,-,-
4613035026,전라남도 여수시 화정면 하화리,-,-,-,-,-,-,-,-,-,-,-,-,2,6,3,3,1,2,-,-,-,-,-,-
4613035027,전라남도 여수시 화정면 낭도리,-,-,-,-,-,-,-,-,-,-,-,-,19,13,23,20,45,50,0,1,0,0,2,1
4613035029,전라남도 여수시 화정면 적금리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,9,9,3,2,-,-,-,-,-,-
4613035030,전라남도 여수시 화정면 여자리,-,-,-,-,-,-,-,-,-,-,-,-,6,7,2,2,5,0,-,-,-,-,-,-
4613036021,전라남도 여수시 삼산면 거문리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4615025000,전라남도 순천시 승주읍,3,0,1,0,1,9,746,44,8,24,15,29,468,147,130,114,95,1120,36,70,88,69,48,76
4615025021,전라남도 순천시 승주읍 두월리,0,0,0,0,0,3,53,0,0,2,0,0,36,27,10,5,4,9,8,10,9,2,3,1
4615025022,전라남도 순천시 승주읍 신전리,-,-,-,-,-,-,42,0,0,0,0,1,13,7,7,7,7,6,0,3,2,3,5,21
4683036025,전라남도 영암군 군서면 양장리,-,-,-,-,-,-,0,0,0,0,0,8,3,4,2,6,10,9,4,15,29,62,99,216
4683036026,전라남도 영암군 군서면 모정리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,9,6,13,22,1,7,28,20,25,107
4683036028,전라남도 영암군 군서면 동구림리,-,-,-,-,-,-,0,1,0,0,1,1,0,7,3,6,1,25,2,7,5,4,6,8
4683036029,전라남도 영암군 군서면 도갑리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,1,2,3,1,5,9,21,44,41
4683025000,전라남도 영암군 영암읍,0,0,0,0,1,5,2,3,2,2,3,8,31,37,30,19,31,31,121,186,276,248,170,282
4683025021,전라남도 영암군 영암읍 회문리,0,0,0,0,0,1,-,-,-,-,-,-,0,2,4,3,2,4,0,1,2,3,2,2
4683025022,전라남도 영암군 영암읍 교동리,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,0
4683025024,전라남도 영암군 영암읍 동무리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1
4683033021,전라남도 영암군 신북면 모산리,0,0,1,1,0,4,5,2,13,5,12,35,24,53,20,33,8,9,5,12,16,12,3,3
4683033023,전라남도 영암군 신북면 유곡리,-,-,-,-,-,-,1,9,1,0,1,20,1,8,4,5,4,6,3,13,26,25,17,14
4683033024,전라남도 영암군 신북면 갈곡리,2,0,2,0,0,3,11,9,14,33,13,126,14,16,12,17,16,13,2,14,37,30,22,21
4683033026,전라남도 영암군 신북면 양계리,0,0,1,1,0,2,0,0,0,0,1,1,7,4,5,4,6,8,1,4,6,6,4,9
4683025027,전라남도 영암군 영암읍 춘양리,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0,0,1,1,2,3,3,4,2,9
4683025029,전라남도 영암군 영암읍 개신리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,1,1,2,6,9,10,11,3,5
4683025030,전라남도 영암군 영암읍 망호리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,3,3,1,38,80,120,125,85,134
4683025032,전라남도 영암군 영암읍 대신리,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,1,1,3,4,4,5,8,6,48
4683025033,전라남도 영암군 영암읍 장암리,-,-,-,-,-,-,1,0,1,0,0,1,1,0,1,0,0,1,12,12,44,23,21,15
4683025035,전라남도 영암군 영암읍 학송리,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,2,2,11,25,42,56,49,23,15
4683025036,전라남도 영암군 영암읍 한대리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,1,0,0,0,0,1,1,3
4683031021,전라남도 영암군 덕진면 노송리,-,-,-,-,-,-,0,0,1,0,0,0,17,11,6,1,1,3,43,40,12,41,111,84
4683031022,전라남도 영암군 덕진면 운암리,0,0,1,0,0,0,0,0,0,0,0,2,27,7,3,3,2,3,21,12,8,35,33,22
4683031024,전라남도 영암군 덕진면 백계리,-,-,-,-,-,-,1,2,3,0,1,7,6,4,1,3,1,6,27,28,21,36,36,84
4683025025,전라남도 영암군 영암읍 남풍리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,2,1
4672040022,전라남도 곡성군 오산면 율천리,-,-,-,-,-,-,0,0,0,0,2,0,0,2,3,3,3,8,1,12,30,17,9,19
4615033022,전라남도 순천시 황전면 평촌리,-,-,-,-,-,-,11,2,1,2,2,5,5,1,8,6,6,22,0,0,1,2,1,3
4615033023,전라남도 순천시 황전면 수평리,-,-,-,-,-,-,13,0,0,0,0,0,2,2,6,1,4,5,0,3,9,8,4,2
4615033025,전라남도 순천시 황전면 죽내리,-,-,-,-,-,-,72,2,1,0,0,2,9,4,4,6,1,8,8,10,8,3,1,1
4615032023,전라남도 순천시 서면 구만리,-,-,-,-,-,-,15,1,0,0,1,4,7,9,4,2,2,6,1,2,0,1,1,2
4615032024,전라남도 순천시 서면 비월리,-,-,-,-,-,-,2,0,0,0,0,9,12,1,6,1,1,1,1,3,2,1,1,1
4615032026,전라남도 순천시 서면 운평리,-,-,-,-,-,-,10,0,2,1,1,4,21,9,15,4,8,11,2,2,5,4,3,4
4615032027,전라남도 순천시 서면 죽평리,-,-,-,-,-,-,2,1,0,4,0,0,1,5,4,1,1,4,2,4,5,5,3,4
4615032029,전라남도 순천시 서면 압곡리,-,-,-,-,-,-,17,1,0,4,4,12,10,6,8,8,3,14,3,4,4,3,3,2
4615032022,전라남도 순천시 서면 대구리,-,-,-,-,-,-,2,0,0,0,0,2,18,17,14,0,2,11,1,1,0,0,0,0
4615038023,전라남도 순천시 낙안면 서내리,0,0,1,0,0,1,0,1,1,0,3,2,0,1,2,6,8,24,1,0,1,1,3,4
4615038025,전라남도 순천시 낙안면 상송리,-,-,-,-,-,-,1,1,0,0,1,1,0,1,9,8,3,21,0,0,1,6,2,3
4615033036,전라남도 순천시 황전면 덕림리,-,-,-,-,-,-,25,4,0,0,0,5,10,3,7,6,3,14,1,7,10,11,4,5
4615034021,전라남도 순천시 월등면 대평리,0,0,0,0,0,4,16,5,9,8,7,32,32,15,16,10,10,58,0,6,8,8,3,7
4615034023,전라남도 순천시 월등면 월용리,-,-,-,-,-,-,3,0,1,5,1,4,20,5,4,6,3,12,5,8,7,4,3,5
4615034024,전라남도 순천시 월등면 신월리,-,-,-,-,-,-,19,13,6,8,7,17,34,9,13,10,6,12,1,5,5,2,1,1
4615034026,전라남도 순천시 월등면 갈평리,-,-,-,-,-,-,55,16,22,16,12,45,13,13,10,5,2,12,1,3,4,1,1,2
4615040021,전라남도 순천시 상사면 흘산리,0,0,0,0,0,1,7,6,0,0,1,3,4,9,4,5,6,18,2,2,3,1,1,2
4615040023,전라남도 순천시 상사면 용계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,8,3,2,1,0,0,2,2,1,4
