stdg_Cd,bjd_Nm,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
4784039033,경상북도 성주군 월항면 안포리,21,32,39,28,31,156,0,1,0,0,0,1,7,14,10,8,4,26,3,7,3,2,1,2
4784039034,경상북도 성주군 월항면 용각리,5,12,13,13,19,107,0,0,0,0,0,2,4,5,7,6,3,27,2,3,3,2,0,2
4784038040,경상북도 성주군 초전면 용봉리,11,12,18,15,20,175,0,0,0,0,0,12,5,8,6,10,7,57,1,1,0,0,1,0
4784038041,경상북도 성주군 초전면 봉정리,7,9,11,18,15,126,-,-,-,-,-,-,2,4,3,5,5,55,1,0,2,1,0,0
4784038042,경상북도 성주군 초전면 동포리,3,5,5,9,10,122,-,-,-,-,-,-,2,1,2,7,5,55,0,0,1,1,0,1
3171025331,울산광역시 울주군 언양읍 서부리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0
3171037022,울산광역시 울주군 두서면 구량리,-,-,-,-,-,-,0,0,0,0,0,10,1,1,9,4,1,20,9,3,5,4,3,10
3171037023,울산광역시 울주군 두서면 복안리,-,-,-,-,-,-,-,-,-,-,-,-,133,35,104,2,7,204,117,78,76,54,12,28
3171037025,울산광역시 울주군 두서면 활천리,-,-,-,-,-,-,-,-,-,-,-,-,101,1,4,0,0,83,2,20,2,1,5,42
3171037027,울산광역시 울주군 두서면 전읍리,-,-,-,-,-,-,-,-,-,-,-,-,66,15,0,5,1,42,18,6,5,2,0,2
3171037028,울산광역시 울주군 두서면 인보리,-,-,-,-,-,-,-,-,-,-,-,-,69,115,53,1,1,100,59,15,4,18,23,30
3171037029,울산광역시 울주군 두서면 서하리,-,-,-,-,-,-,-,-,-,-,-,-,134,14,20,17,1,87,40,15,11,0,1,3
3171038000,울산광역시 울주군 상북면,-,-,-,-,-,-,1,1,0,1,1,23,212,72,80,22,18,204,254,260,91,50,34,45
3171038022,울산광역시 울주군 상북면 양등리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,1,2,2,0,2,1,1,1
3171038023,울산광역시 울주군 상북면 산전리,-,-,-,-,-,-,-,-,-,-,-,-,7,6,0,1,1,10,5,2,1,4,0,2
4615038026,전라남도 순천시 낙안면 하송리,0,0,0,0,0,1,4,0,0,0,1,2,1,0,2,0,0,7,8,3,7,2,0,2
4615031029,전라남도 순천시 해룡면 신성리,-,-,-,-,-,-,3,1,1,0,1,8,-,-,-,-,-,-,7,10,4,1,0,0
4615031030,전라남도 순천시 해룡면 호두리,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,0,0,4,10,7,3,1,0,1
4615031032,전라남도 순천시 해룡면 도롱리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,1,24,34,6,5,3,2
4615031033,전라남도 순천시 해룡면 중흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,1,9,35,11,4,2,8
4615031035,전라남도 순천시 해룡면 선학리,-,-,-,-,-,-,1,0,0,0,0,0,0,1,1,0,0,21,161,96,16,2,14,4
4415040032,충청남도 공주시 신풍면 영정리,0,0,0,1,1,1,96,46,1,4,4,20,2,0,1,0,0,22,25,17,9,3,2,3
4680033025,전라남도 장흥군 장동면 북교리,-,-,-,-,-,-,-,-,-,-,-,-,80,1,1,0,1,23,49,31,28,9,3,9
4680033026,전라남도 장흥군 장동면 만년리,-,-,-,-,-,-,1,0,0,0,0,0,14,25,0,0,0,7,28,40,14,7,1,10
4680033027,전라남도 장흥군 장동면 하산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,7,7,2,3,2,2,4
4680037023,전라남도 장흥군 회진면 덕산리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,5,1,13,52,29,72,139,102,31,133
4680037025,전라남도 장흥군 회진면 대리,0,0,0,0,0,1,-,-,-,-,-,-,1,1,1,1,5,41,2,7,11,5,1,17
4681000000,전라남도 강진군,9,14,19,18,23,301,18,13,15,16,14,177,395,182,392,1403,330,2485,6057,4873,2712,1631,1009,1527
4617012200,전라남도 나주시 삼도동,0,0,0,0,0,5,0,0,1,0,0,10,0,0,1,0,0,2,0,3,3,1,3,19
4617012400,전라남도 나주시 용산동,-,-,-,-,-,-,0,0,2,0,2,46,0,0,0,0,0,3,2,2,1,1,2,9
4617012500,전라남도 나주시 관정동,0,0,0,0,0,1,0,0,0,0,2,9,0,0,0,0,0,7,10,27,68,16,18,18
4617012600,전라남도 나주시 평산동,0,0,0,0,0,2,0,2,0,0,0,46,11,1,3,1,5,9,6,4,14,1,2,1
4617012800,전라남도 나주시 이창동,0,0,0,0,0,1,0,0,0,0,0,3,5,1,2,2,1,46,23,11,7,38,4,2
4617012900,전라남도 나주시 대기동,0,0,0,0,0,13,0,0,2,0,0,27,0,0,1,0,0,6,1,5,9,10,4,4
4617013100,전라남도 나주시 동수동,0,0,0,0,0,1,0,1,0,0,0,58,0,0,0,0,0,6,3,12,14,4,0,1
4617013200,전라남도 나주시 오량동,0,0,0,0,0,2,1,0,0,0,0,2,0,1,1,1,0,19,2,10,36,78,2,2
4617013300,전라남도 나주시 진포동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,2,6,17,5,2,2
4617025021,전라남도 나주시 남평읍 남평리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,9,-,-,-,-,-,-
4617011700,전라남도 나주시 송촌동,0,1,0,0,0,12,1,1,1,0,0,28,0,1,0,0,0,15,1,2,2,8,3,4
4617011600,전라남도 나주시 대호동,-,-,-,-,-,-,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,1,0,2
4682034000,전라남도 해남군 송지면,1,0,1,2,1,16,19,26,14,1,1,31,218,104,77,44,57,559,754,1125,590,183,52,74
4682034022,전라남도 해남군 송지면 군곡리,1,0,0,1,1,8,0,0,0,0,1,11,12,14,11,6,3,38,121,261,150,42,9,9
4682034023,전라남도 해남군 송지면 가차리,0,0,0,0,0,1,-,-,-,-,-,-,7,5,1,3,3,17,60,99,35,4,0,1
4682033000,전라남도 해남군 현산면,0,0,0,0,1,38,10,1,5,9,2,16,95,75,54,57,65,606,770,1011,401,131,899,108
4682038022,전라남도 해남군 계곡면 법곡리,0,0,0,0,0,1,0,0,0,0,8,1,49,15,7,13,2,10,26,41,25,15,6,8
4682038023,전라남도 해남군 계곡면 강절리,0,0,0,0,0,3,-,-,-,-,-,-,19,4,2,2,0,5,21,41,29,15,5,4
4682038025,전라남도 해남군 계곡면 장소리,0,1,0,0,0,4,5,1,2,0,1,4,0,0,0,3,3,6,13,18,9,4,0,2
4682038026,전라남도 해남군 계곡면 선진리,0,1,1,3,2,14,0,0,1,0,0,6,0,0,4,12,1,9,2,8,3,1,0,3
4682038028,전라남도 해남군 계곡면 방춘리,0,0,0,1,0,3,2,2,0,0,0,4,6,9,8,10,5,16,26,65,34,15,6,16
4682038029,전라남도 해남군 계곡면 덕정리,0,0,0,0,0,1,-,-,-,-,-,-,2,7,8,8,3,13,94,90,80,31,16,44
4682038031,전라남도 해남군 계곡면 사정리,0,0,0,0,1,1,-,-,-,-,-,-,0,4,18,24,5,11,94,34,20,11,10,18
4684025000,전라남도 무안군 무안읍,0,0,0,0,0,4,1,0,0,0,4,2,66,86,73,84,112,1881,181,758,189,181,53,164
4684032037,전라남도 무안군 몽탄면 사창리,0,0,0,0,0,1,-,-,-,-,-,-,3,2,3,2,1,189,49,45,45,30,3,13
4684032038,전라남도 무안군 몽탄면 봉산리,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0,105,27,26,27,7,6,10
4684033000,전라남도 무안군 청계면,0,0,0,1,0,8,0,0,0,0,0,4,35,17,13,16,18,401,801,487,440,198,112,179
4623025028,전라남도 광양시 광양읍 사곡리,-,-,-,-,-,-,15,3,0,5,4,11,45,21,21,6,1,22,2,6,8,7,3,2
4623025029,전라남도 광양시 광양읍 죽림리,-,-,-,-,-,-,60,20,1,1,5,19,45,15,5,4,4,50,5,17,17,9,5,9
4623025031,전라남도 광양시 광양읍 인동리,0,0,0,0,1,5,-,-,-,-,-,-,0,0,0,0,0,5,1,3,5,10,14,15
4623025032,전라남도 광양시 광양읍 인서리,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,4
4623010700,전라남도 광양시 마동,-,-,-,-,-,-,2,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,1,0
4623035022,전라남도 광양시 진월면 차사리,-,-,-,-,-,-,18,4,0,0,0,3,7,4,4,4,4,20,21,20,7,3,1,1
4623035025,전라남도 광양시 진월면 신아리,-,-,-,-,-,-,58,5,1,0,1,1,4,0,1,4,0,18,2,15,8,2,1,0
4684025332,전라남도 무안군 일로읍 지장리,-,-,-,-,-,-,-,-,-,-,-,-,6,2,2,0,19,93,21,18,4,2,1,1
4684025333,전라남도 무안군 일로읍 감돈리,-,-,-,-,-,-,0,1,0,0,0,1,0,0,22,39,32,27,6,3,4,6,1,3
4672033024,전라남도 곡성군 석곡면 당월리,-,-,-,-,-,-,7,4,1,1,1,20,306,10,6,6,5,10,10,24,21,16,19,12
4673032000,전라남도 구례군 간전면,0,0,0,0,0,9,1280,472,312,152,114,429,416,94,98,35,38,168,92,268,335,228,164,385
4673032021,전라남도 구례군 간전면 간문리,0,0,0,0,0,7,82,16,10,9,0,16,14,5,2,4,4,21,10,37,47,43,42,122
4673032023,전라남도 구례군 간전면 흥대리,-,-,-,-,-,-,48,29,8,9,10,34,15,5,11,5,4,16,49,114,126,59,42,68
4673032024,전라남도 구례군 간전면 중대리,-,-,-,-,-,-,131,31,30,8,6,18,149,11,23,6,7,14,0,2,1,3,1,3
4673032026,전라남도 구례군 간전면 금산리,-,-,-,-,-,-,41,7,10,8,7,24,39,6,3,1,4,13,2,1,3,8,16,18
4673032027,전라남도 구례군 간전면 양천리,0,0,0,0,0,1,229,55,37,19,24,60,7,2,4,1,2,19,1,19,40,27,14,58
4673032029,전라남도 구례군 간전면 효곡리,-,-,-,-,-,-,146,43,21,9,13,31,66,17,16,4,5,11,3,32,55,42,21,27
4673033000,전라남도 구례군 토지면,0,0,0,0,0,31,1202,628,307,183,128,637,276,182,185,94,51,361,184,506,465,245,160,267
4673033022,전라남도 구례군 토지면 파도리,0,0,0,0,0,14,59,11,17,13,8,36,26,6,24,17,9,28,18,53,50,27,11,49
4673033023,전라남도 구례군 토지면 외곡리,-,-,-,-,-,-,425,259,123,64,77,227,81,80,82,40,19,183,0,0,0,0,0,1
4673033025,전라남도 구례군 토지면 오미리,-,-,-,-,-,-,47,28,8,0,2,44,3,6,12,2,2,11,31,127,136,74,51,56
4673033026,전라남도 구례군 토지면 송정리,-,-,-,-,-,-,190,64,21,11,7,80,5,4,2,4,2,9,-,-,-,-,-,-
4785032032,경상북도 칠곡군 동명면 가천리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,3,0,0,0,0,0,3
4785032034,경상북도 칠곡군 동명면 남원리,1,0,0,1,0,4,-,-,-,-,-,-,40,3,1,0,0,4,2,1,1,3,2,4
4785032035,경상북도 칠곡군 동명면 득명리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1
4785032036,경상북도 칠곡군 동명면 기성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,0,0,2
4785032037,경상북도 칠곡군 동명면 구덕리,0,0,0,0,0,8,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,0,2
4785033000,경상북도 칠곡군 가산면,0,2,2,2,0,16,2,2,2,2,0,39,5,4,2,2,2,49,26,24,15,9,6,25
4785036000,경상북도 칠곡군 약목면,7,4,7,8,14,358,2,1,1,1,1,14,5,5,4,7,9,239,39,47,48,37,23,56
4681025000,전라남도 강진군 강진읍,2,4,3,10,11,89,0,1,0,1,1,46,24,13,17,32,25,401,218,481,372,293,230,287
4680036021,전라남도 장흥군 부산면 내안리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,25,18,27,26,9,6,9
4680036023,전라남도 장흥군 부산면 유량리,-,-,-,-,-,-,5,11,2,0,0,0,5,0,12,0,0,27,0,0,17,2,1,2
4680036024,전라남도 장흥군 부산면 지천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,17,0,0,2,0,1,0
4680036026,전라남도 장흥군 부산면 금자리,-,-,-,-,-,-,-,-,-,-,-,-,3,9,0,0,3,48,3,2,17,12,5,12
4680036027,전라남도 장흥군 부산면 호계리,0,0,0,0,0,1,-,-,-,-,-,-,58,93,4,5,8,24,2,7,20,12,3,11
4691037023,전라남도 신안군 하의면 오림리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,4,1,0,5,32,46,16,7,1,0
4691041024,전라남도 신안군 팔금면 읍리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,3,3,4,62,17,16,3,1,0,0
4691041025,전라남도 신안군 팔금면 진고리,-,-,-,-,-,-,-,-,-,-,-,-,21,16,10,15,15,22,17,10,3,0,0,0
4691041027,전라남도 신안군 팔금면 당고리,-,-,-,-,-,-,-,-,-,-,-,-,5,2,8,9,10,90,25,18,11,4,1,1
4691042000,전라남도 신안군 암태면,-,-,-,-,-,-,1,1,0,1,0,0,11,16,49,49,67,474,125,184,112,55,13,8
4691042022,전라남도 신안군 암태면 수곡리,-,-,-,-,-,-,1,1,0,0,0,0,0,1,1,1,0,2,17,25,13,3,0,0
4691042023,전라남도 신안군 암태면 와촌리,-,-,-,-,-,-,-,-,-,-,-,-,3,6,15,12,16,73,33,27,13,6,1,1
4691042025,전라남도 신안군 암태면 오상리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,6,5,13,54,18,25,5,7,0,0
4691042026,전라남도 신안군 암태면 기동리,-,-,-,-,-,-,0,0,0,1,0,0,0,0,1,5,9,51,26,46,28,9,3,4
4691042028,전라남도 신안군 암태면 신석리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,11,7,9,89,11,23,26,15,3,1
4691042029,전라남도 신안군 암태면 당사리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,4,24,-,-,-,-,-,-
4691039025,전라남도 신안군 장산면 팽진리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,1,3,14,37,12,3,0,0,2
4680025629,전라남도 장흥군 대덕읍 가학리,-,-,-,-,-,-,-,-,-,-,-,-,5,2,1,3,3,42,61,49,125,49,30,61
4680031021,전라남도 장흥군 용산면 어산리,0,0,0,0,0,1,-,-,-,-,-,-,1,11,1,0,2,23,23,32,48,33,19,24
4680031022,전라남도 장흥군 용산면 운주리,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,9,2,22,21,18,17,10,8,12
4680025600,전라남도 장흥군 대덕읍,0,0,0,0,0,3,0,4,6,5,1,72,45,51,24,18,23,707,158,287,523,232,125,319
4680034039,전라남도 장흥군 장평면 광평리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,0,0,2,13,30,11,6,1,4
4680035000,전라남도 장흥군 유치면,0,0,0,0,0,1,0,0,0,0,0,2,328,16,84,60,61,502,23,35,44,26,10,38
4680035022,전라남도 장흥군 유치면 오복리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,4,12,-,-,-,-,-,-
4680035024,전라남도 장흥군 유치면 단산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,7,8,0,-,-,-,-,-,-
4680035025,전라남도 장흥군 유치면 늑용리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,3,19,-,-,-,-,-,-
4680035027,전라남도 장흥군 유치면 신풍리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,9,23,2,5,3,2,0,2
4680035028,전라남도 장흥군 유치면 조양리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,6,58,7,6,8,7,2,8
4680035030,전라남도 장흥군 유치면 관동리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,4,0,19,5,15,10,7,1,3
4681036028,전라남도 강진군 성전면 성전리,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,6,55,84,49,20,10,12
4681034032,전라남도 강진군 도암면 봉황리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,0,0,56,1,4,3,0,0,0
4681035021,전라남도 강진군 신전면 수양리,-,-,-,-,-,-,1,0,0,0,0,0,23,9,6,0,1,47,53,39,45,18,5,7
4681035022,전라남도 강진군 신전면 용월리,0,0,5,0,0,0,0,0,1,1,0,8,10,8,11,1,4,25,63,19,25,5,8,10
4681035024,전라남도 강진군 신전면 사초리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,43,13,3,5,3
4681035025,전라남도 강진군 신전면 송천리,-,-,-,-,-,-,0,0,0,2,0,2,8,1,0,0,1,4,101,37,9,2,1,2
4681035027,전라남도 강진군 신전면 영관리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,10,0,2,25,20,11,6,3,12
4681036000,전라남도 강진군 성전면,2,5,6,5,6,74,4,3,4,2,2,14,51,22,23,1039,45,307,2036,1073,521,284,110,164
4681036022,전라남도 강진군 성전면 월하리,0,1,1,0,2,3,-,-,-,-,-,-,8,3,0,4,2,23,142,73,17,6,4,4
4681036023,전라남도 강진군 성전면 송월리,-,-,-,-,-,-,1,1,1,1,0,0,3,1,3,5,7,51,91,52,41,21,11,10
4681036024,전라남도 강진군 성전면 월평리,1,1,3,3,2,24,-,-,-,-,-,-,3,1,3,4,5,34,44,38,22,11,7,16
4681036026,전라남도 강진군 성전면 명산리,1,1,1,1,2,29,1,0,1,0,0,2,3,3,7,5,4,19,212,152,76,35,12,45
4481040000,충청남도 예산군 오가면,2,4,4,3,6,77,21,39,48,41,48,505,80,45,41,36,39,242,356,245,60,14,5,8
4481040021,충청남도 예산군 오가면 역탑리,0,0,0,0,0,2,0,7,5,1,5,52,4,4,10,8,7,32,10,15,7,1,0,0
4682041027,전라남도 해남군 산이면 진산리,0,2,2,1,0,1,-,-,-,-,-,-,335,28,27,26,19,92,103,54,33,3,0,2
4682041029,전라남도 해남군 산이면 덕송리,-,-,-,-,-,-,4,0,1,0,1,1,78,47,34,33,30,134,109,62,20,12,2,12
4682040026,전라남도 해남군 황산면 호동리,-,-,-,-,-,-,3,3,4,1,3,15,12,7,12,9,17,109,191,205,60,35,14,22
4682039022,전라남도 해남군 마산면 장촌리,-,-,-,-,-,-,1,2,0,1,0,1,13,13,15,8,11,22,9,14,3,5,1,2
4682039023,전라남도 해남군 마산면 맹진리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,6,5,2,15,43,58,49,32,24,21
4682039025,전라남도 해남군 마산면 외호리,-,-,-,-,-,-,0,0,1,0,0,0,18,23,18,17,16,76,137,81,31,8,2,4
4682039026,전라남도 해남군 마산면 산막리,-,-,-,-,-,-,-,-,-,-,-,-,14,2,5,2,2,8,84,104,17,6,4,4
4682039027,전라남도 해남군 마산면 노하리,3,3,3,0,0,0,0,0,0,0,0,1,55,31,17,13,7,23,116,84,18,4,1,6
4682039029,전라남도 해남군 마산면 학의리,0,0,0,0,0,2,4,3,1,2,1,8,104,141,76,82,45,159,198,138,55,26,7,9
4682039030,전라남도 해남군 마산면 용전리,3,0,0,0,0,0,1,2,0,0,0,0,39,49,55,77,42,114,142,73,26,15,8,12
4682040000,전라남도 해남군 황산면,0,0,1,1,4,57,16,5,4,5,4,49,319,274,218,258,270,2430,3017,5253,613,297,169,363
4682040021,전라남도 해남군 황산면 일신리,-,-,-,-,-,-,6,0,0,1,0,16,14,11,5,6,3,44,68,65,15,16,3,8
4482531023,충청남도 태안군 고남면 고남리,-,-,-,-,-,-,-,-,-,-,-,-,4,10,11,14,13,140,203,50,14,0,0,0
4482532000,충청남도 태안군 남면,0,0,0,0,0,2,-,-,-,-,-,-,18,36,56,54,59,816,1327,427,46,14,3,8
4482532023,충청남도 태안군 남면 신장리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,7,13,11,87,183,48,2,0,0,0
4482532024,충청남도 태안군 남면 달산리,-,-,-,-,-,-,-,-,-,-,-,-,5,6,15,7,11,175,220,56,9,2,1,1
4615011400,전라남도 순천시 연향동,-,-,-,-,-,-,-,-,-,-,-,-,0,5,3,5,4,65,5,5,3,1,0,1
4613036023,전라남도 여수시 삼산면 서도리,-,-,-,-,-,-,-,-,-,-,-,-,3,8,5,4,4,45,-,-,-,-,-,-
4613036025,전라남도 여수시 삼산면 초도리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,3,-,-,-,-,-,-
4613036026,전라남도 여수시 삼산면 손죽리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-
4615000000,전라남도 순천시,13,11,13,11,16,282,3346,477,183,185,131,1427,1671,1590,640,451,491,5652,1960,1990,1526,828,406,938
4615010200,전라남도 순천시 와룡동,-,-,-,-,-,-,13,3,0,0,0,4,1,1,2,2,0,23,0,0,1,0,0,1
4615010600,전라남도 순천시 금곡동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4615010700,전라남도 순천시 매곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4615010900,전라남도 순천시 가곡동,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,22,-,-,-,-,-,-
4615011000,전라남도 순천시 용당동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,4,1,39,0,0,0,1,0,0
4684025326,전라남도 무안군 일로읍 월암리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,6,9,115,12,40,11,1,1,1
4684036029,전라남도 무안군 해제면 학송리,-,-,-,-,-,-,-,-,-,-,-,-,4,2,7,3,1,93,11,7,3,8,1,6
4684036030,전라남도 무안군 해제면 석룡리,-,-,-,-,-,-,-,-,-,-,-,-,7,9,15,18,2,190,20,18,37,51,42,21
4684036032,전라남도 무안군 해제면 광산리,-,-,-,-,-,-,-,-,-,-,-,-,34,6,19,22,25,239,39,35,36,80,5,17
4689025623,전라남도 완도군 노화읍 등산리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,2,0,80,8,4,1,0,0,0
4689025625,전라남도 완도군 노화읍 신양리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,3,4,2,67,46,28,7,1,1,1
4689025626,전라남도 완도군 노화읍 구석리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3,3,97,105,65,20,2,0,1
4689032025,전라남도 완도군 신지면 신리,-,-,-,-,-,-,1,0,0,0,0,0,2,12,9,7,5,21,45,77,38,15,4,4
4689025328,전라남도 완도군 금일읍 사동리,-,-,-,-,-,-,0,0,0,0,0,1,3,2,1,3,0,15,11,5,1,1,0,0
4689025329,전라남도 완도군 금일읍 장원리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4671025035,전라남도 담양군 담양읍 삼만리,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,1,1,9,33,78,52,11,10,11
4671025036,전라남도 담양군 담양읍 운교리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,1,8,2,5,2,5,7
4671025038,전라남도 담양군 담양읍 가산리,0,1,0,0,1,22,0,0,1,0,0,2,1,3,1,2,1,10,122,210,117,21,12,16
4672037023,전라남도 곡성군 옥과면 리문리,0,0,0,1,0,14,-,-,-,-,-,-,1,1,1,1,1,5,9,15,15,7,3,4
4671034022,전라남도 담양군 창평면 삼천리,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,17,59,47,35,30,19
4671034024,전라남도 담양군 창평면 유천리,3,0,0,0,0,3,3,0,3,4,4,17,6,7,6,3,10,56,51,97,31,55,4,6
4672035034,전라남도 곡성군 죽곡면 하한리,-,-,-,-,-,-,342,44,23,15,31,33,38,21,8,8,0,6,1,7,53,7,3,7
4672036000,전라남도 곡성군 고달면,2,3,3,6,6,53,17,1,10,5,3,41,501,40,38,24,12,97,217,237,198,116,79,255
4672036021,전라남도 곡성군 고달면 목동리,0,1,1,2,3,16,0,0,0,0,0,9,5,3,2,3,2,10,33,43,37,23,24,41
4672036023,전라남도 곡성군 고달면 대사리,0,0,0,0,0,1,-,-,-,-,-,-,4,14,17,6,2,12,41,46,27,11,9,17
4672036025,전라남도 곡성군 고달면 고달리,1,0,1,1,2,19,0,0,0,0,0,4,151,3,2,5,2,23,32,43,33,26,14,71
4672036026,전라남도 곡성군 고달면 호곡리,-,-,-,-,-,-,-,-,-,-,-,-,324,1,0,1,1,4,0,0,3,1,0,11
4672025000,전라남도 곡성군 곡성읍,1,2,5,8,8,94,6,9,6,4,7,41,89,82,121,75,57,153,627,579,403,239,183,457
4672025021,전라남도 곡성군 곡성읍 읍내리,0,0,0,0,0,1,-,-,-,-,-,-,4,4,2,1,1,13,13,23,9,10,9,24
4672025023,전라남도 곡성군 곡성읍 교촌리,-,-,-,-,-,-,0,0,0,0,1,4,1,2,5,6,1,4,1,3,2,2,4,10
4672025025,전라남도 곡성군 곡성읍 신월리,0,0,0,0,0,4,0,0,0,0,0,1,1,2,3,2,7,17,17,8,9,5,6,11
4672025026,전라남도 곡성군 곡성읍 월봉리,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,1,8,2,39,12,13,3,8,14
4672025028,전라남도 곡성군 곡성읍 서계리,-,-,-,-,-,-,1,1,0,0,0,2,35,19,6,11,4,3,45,10,5,5,6,14
4671041022,전라남도 담양군 대전면 평장리,-,-,-,-,-,-,1,0,1,0,0,1,0,0,0,1,0,12,1,2,2,3,2,6
4671041023,전라남도 담양군 대전면 서옥리,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,1,0,4,27,29,2,1,0,1
4671041024,전라남도 담양군 대전면 중옥리,0,0,1,0,1,24,1,0,0,0,0,1,1,0,1,1,1,5,11,63,4,0,0,1
4671041026,전라남도 담양군 대전면 태목리,0,1,2,1,3,27,-,-,-,-,-,-,0,0,0,1,0,6,8,11,22,4,2,4
4671041028,전라남도 담양군 대전면 월본리,-,-,-,-,-,-,2,1,0,0,0,0,0,0,0,2,1,5,10,29,3,2,0,0
4673036023,전라남도 구례군 용방면 사림리,0,0,0,1,0,23,6,5,2,5,3,29,30,3,10,1,1,8,8,12,16,26,20,91
4673036024,전라남도 구례군 용방면 용강리,0,0,1,2,1,77,22,9,2,5,2,37,0,0,0,1,1,12,10,20,29,46,33,152
4673036025,전라남도 구례군 용방면 중방리,1,0,0,0,0,18,8,11,3,4,7,12,76,9,7,0,1,5,5,21,5,9,13,56
4673036026,전라남도 구례군 용방면 신도리,1,0,0,0,0,49,37,16,4,0,0,18,44,15,9,1,0,6,106,80,75,81,35,89
4673036027,전라남도 구례군 용방면 죽정리,0,0,0,0,0,1,106,24,24,8,18,55,13,3,2,1,0,6,99,59,26,24,2,10
4673037021,전라남도 구례군 산동면 원촌리,0,0,0,0,1,19,1,0,0,0,0,0,3,2,3,3,1,8,1,8,8,5,4,20
4673037022,전라남도 구례군 산동면 원달리,0,0,0,0,0,1,18,11,0,1,0,6,16,4,5,1,2,21,3,11,21,7,7,14
