stdg_Cd,bjd_Nm,om_Fachs1_Area,om_Fachs2_Area,om_Fachs3_Area,om_Fachs4_Area,om_Fachs5_Area,om_Fachs6_Area,om_Fruit1_Area,om_Fruit2_Area,om_Fruit3_Area,om_Fruit4_Area,om_Fruit5_Area,om_Fruit6_Area,om_Pfld1_Area,om_Pfld2_Area,om_Pfld3_Area,om_Pfld4_Area,om_Pfld5_Area,om_Pfld6_Area,om_Rfld1_Area,om_Rfld2_Area,om_Rfld3_Area,om_Rfld4_Area,om_Rfld5_Area,om_Rfld6_Area
3611035027,세종특별자치시  장군면 은용리,0,1,0,0,0,0,15,8,8,5,0,2,0,10,7,1,1,0,0,32,10,1,0,0
3611035028,세종특별자치시  장군면 산학리,-,-,-,-,-,-,43,15,9,6,0,0,0,1,1,0,0,0,1,21,19,2,0,0
3611035029,세종특별자치시  장군면 송문리,-,-,-,-,-,-,31,9,12,0,2,0,2,9,6,2,1,0,6,35,10,1,0,0
3611035030,세종특별자치시  장군면 송정리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,0,0,0,7,14,0,0,0,0
3611035031,세종특별자치시  장군면 송학리,-,-,-,-,-,-,7,20,13,8,2,7,9,7,5,0,0,0,6,37,13,2,0,0
3611035032,세종특별자치시  장군면 용현리,-,-,-,-,-,-,23,11,16,0,16,0,0,8,6,1,1,1,13,44,11,0,1,0
3611035033,세종특별자치시  장군면 용암리,-,-,-,-,-,-,54,19,23,4,0,0,7,26,9,1,0,0,20,95,29,2,1,1
3611035034,세종특별자치시  장군면 태산리,-,-,-,-,-,-,1,0,0,0,0,0,2,8,1,0,0,0,12,21,3,0,0,0
3611036000,세종특별자치시  연서면,4,16,12,9,1,1,84,184,134,81,26,27,112,227,101,36,6,4,106,594,329,33,16,121
3611036021,세종특별자치시  연서면 월하리,-,-,-,-,-,-,14,31,19,10,1,0,22,40,15,3,1,0,12,90,56,5,0,64
3611036022,세종특별자치시  연서면 쌍전리,0,3,0,0,0,0,10,12,9,3,1,3,9,10,5,1,1,0,20,146,33,3,0,52
3611036023,세종특별자치시  연서면 성제리,1,3,1,1,0,0,7,15,4,3,1,0,4,8,4,0,0,1,13,48,26,2,0,0
2920011200,광주광역시 광산구 비아동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,0,0,0
2920012100,광주광역시 광산구 안청동,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0
2920014100,광주광역시 광산구 용봉동,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,3,4,4,2,0
2920013400,광주광역시 광산구 임곡동,0,0,1,1,0,0,-,-,-,-,-,-,0,1,11,0,1,0,2,29,58,25,1,0
2915512800,광주광역시 남구 대지동,0,3,9,2,0,0,-,-,-,-,-,-,1,1,0,0,0,0,1,12,60,18,0,0
2915511100,광주광역시 남구 임암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,8,0,0
2915512000,광주광역시 남구 지석동,0,0,5,5,2,0,0,2,1,0,0,0,-,-,-,-,-,-,0,9,18,3,0,0
2911012000,광주광역시 동구 용연동,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,-,-,-,-,-,-
2917012900,광주광역시 북구 연제동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,0,0,0
2917013600,광주광역시 북구 용전동,0,2,6,1,1,0,-,-,-,-,-,-,2,3,0,0,0,0,103,3,1,0,0,0
2917011000,광주광역시 북구 우산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,-,-,-,-,-,-
4773033000,경상북도 의성군 옥산면,2,0,1,0,0,0,110,493,469,178,108,90,26,63,64,27,10,8,0,4,6,1,0,0
4773033034,경상북도 의성군 옥산면 실업리,-,-,-,-,-,-,9,43,35,14,9,8,7,8,5,1,1,0,0,1,0,0,0,0
4773033037,경상북도 의성군 옥산면 전흥리,0,0,1,0,0,0,16,33,46,20,8,9,0,4,15,3,2,3,0,1,1,0,0,0
4773033040,경상북도 의성군 옥산면 금학리,-,-,-,-,-,-,1,7,19,9,5,10,-,-,-,-,-,-,0,0,1,0,0,0
4773034033,경상북도 의성군 사곡면 오상리,-,-,-,-,-,-,0,0,1,0,0,0,1,9,15,2,0,0,0,1,2,1,0,0
4773034035,경상북도 의성군 사곡면 매곡리,-,-,-,-,-,-,2,7,4,4,2,0,2,4,4,0,0,0,0,1,1,0,0,0
4773034039,경상북도 의성군 사곡면 작승리,-,-,-,-,-,-,-,-,-,-,-,-,2,14,17,3,0,0,0,1,2,1,0,0
4773035030,경상북도 의성군 춘산면 금오리,-,-,-,-,-,-,4,19,14,18,3,2,6,19,8,2,0,1,-,-,-,-,-,-
4773035033,경상북도 의성군 춘산면 금천리,-,-,-,-,-,-,15,41,27,7,2,1,15,16,6,1,1,1,0,0,1,0,0,0
4773035035,경상북도 의성군 춘산면 사미리,-,-,-,-,-,-,8,19,12,4,3,1,-,-,-,-,-,-,0,0,1,0,0,0
4677035022,전라남도 고흥군 포두면 옥강리,0,0,0,0,0,1,0,6,19,14,43,21,0,3,33,33,10,13,3,246,286,144,12,2
4677035025,전라남도 고흥군 포두면 길두리,0,0,0,1,8,26,1,3,6,5,2,1,0,6,9,8,14,32,10,696,1216,504,27,2
4677035031,전라남도 고흥군 포두면 송산리,0,0,1,2,3,6,0,1,2,1,3,0,1,20,36,19,7,1,8,329,227,106,5,2
4677036024,전라남도 고흥군 봉래면 신금리,-,-,-,-,-,-,0,0,8,8,1,1,0,1,5,6,3,0,0,0,2,0,0,0
4825034022,경상남도 김해시 한림면 퇴래리,-,-,-,-,-,-,-,-,-,-,-,-,0,29,28,14,0,0,4,106,152,20,3,0
4825034027,경상남도 김해시 한림면 안하리,-,-,-,-,-,-,0,5,6,0,0,0,0,17,12,6,0,1,3,85,43,4,0,0
4825034030,경상남도 김해시 한림면 가동리,0,0,6,2,0,3,-,-,-,-,-,-,0,16,27,20,0,1,1,98,140,10,1,0
4825034031,경상남도 김해시 한림면 가산리,0,1,1,2,0,0,-,-,-,-,-,-,0,19,12,11,3,1,3,44,17,2,0,0
4717035024,경상북도 안동시 일직면 원리,1,0,0,0,0,0,0,0,1,0,0,0,0,4,5,1,0,0,0,1,3,1,1,0
4717035026,경상북도 안동시 일직면 명진리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,0,0,0,0,1,2,1,0,0
4717035029,경상북도 안동시 일직면 국곡리,-,-,-,-,-,-,0,0,1,0,0,0,3,4,3,0,1,0,0,2,2,0,0,0
4717035033,경상북도 안동시 일직면 운산리,1,2,11,0,1,1,1,0,0,0,0,0,1,5,7,2,2,0,0,2,2,0,0,1
4717036021,경상북도 안동시 남후면 광음리,-,-,-,-,-,-,0,2,2,0,0,0,1,14,7,2,1,0,0,3,4,0,0,0
4717036024,경상북도 안동시 남후면 검암리,0,1,5,1,3,0,-,-,-,-,-,-,0,4,2,1,0,0,0,3,3,0,1,0
4681039026,전라남도 강진군 옴천면 개산리,0,0,6,5,2,0,-,-,-,-,-,-,0,1,3,1,2,0,0,30,102,63,11,3
4681039027,전라남도 강진군 옴천면 정정리,0,1,5,7,1,0,-,-,-,-,-,-,0,1,5,3,0,0,1,33,61,20,2,0
4681040022,전라남도 강진군 마량면 상흥리,-,-,-,-,-,-,-,-,-,-,-,-,0,5,3,0,1,0,0,8,14,9,5,1
4681040024,전라남도 강진군 마량면 마량리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,0,0,1,36,40,35,5,1
4682025021,전라남도 해남군 해남읍 해리,-,-,-,-,-,-,0,0,0,1,0,0,31,72,37,7,1,0,1,3,5,3,0,0
4682025028,전라남도 해남군 해남읍 신안리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,6,3,1,0,3,26,22,4,0,0
4682025032,전라남도 해남군 해남읍 내사리,0,1,1,0,0,0,0,4,4,3,0,0,98,288,111,12,3,1,237,1029,422,24,2,0
4682025035,전라남도 해남군 해남읍 용정리,1,1,0,0,0,0,0,0,1,0,0,0,8,18,20,8,3,0,2,27,49,13,0,0
4682025038,전라남도 해남군 해남읍 부호리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,14,3,0,0,0
4682031024,전라남도 해남군 삼산면 봉학리,-,-,-,-,-,-,-,-,-,-,-,-,5,31,19,6,3,0,10,87,112,42,5,0
4682031027,전라남도 해남군 삼산면 구림리,0,0,1,3,5,4,0,0,2,3,1,2,5,15,16,9,13,7,1,18,38,33,8,1
4682031028,전라남도 해남군 삼산면 평활리,1,4,7,4,2,3,10,30,1,7,10,0,6,25,23,32,15,8,19,82,95,48,6,1
4792035024,경상북도 봉화군 소천면 두음리,0,2,8,12,2,1,6,9,6,9,2,3,1,9,28,32,23,13,1,2,2,1,0,0
4792036022,경상북도 봉화군 재산면 남면리,-,-,-,-,-,-,-,-,-,-,-,-,4,37,10,1,1,0,0,3,2,0,0,0
4792036025,경상북도 봉화군 재산면 상리,1,2,1,0,0,0,1,2,1,0,0,0,4,14,6,2,0,0,0,3,2,1,0,0
4792037022,경상북도 봉화군 명호면 삼동리,0,1,1,0,0,0,4,6,3,3,2,0,2,9,11,9,1,0,0,2,2,0,0,0
4792037025,경상북도 봉화군 명호면 풍호리,-,-,-,-,-,-,5,3,4,0,0,0,10,26,11,3,1,2,0,1,2,0,0,0
4792037028,경상북도 봉화군 명호면 관창리,-,-,-,-,-,-,13,90,85,49,12,3,9,22,54,42,7,2,0,1,0,0,0,0
4792038023,경상북도 봉화군 상운면 문촌리,-,-,-,-,-,-,1,14,3,3,1,0,32,59,25,11,1,0,2,18,3,4,0,0
4792038026,경상북도 봉화군 상운면 구천리,1,0,0,0,0,0,0,2,0,0,0,0,11,18,10,1,1,0,6,37,7,1,0,0
4792039021,경상북도 봉화군 석포면 석포리,-,-,-,-,-,-,1,0,0,1,0,0,10,24,13,8,5,3,0,1,1,0,0,0
4793025023,경상북도 울진군 울진읍 연지리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,3,1,0,0,0,6,1,0,0,0
4793025025,경상북도 울진군 울진읍 명도리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,1,1,0,21,53,27,1,3,1
4684025026,전라남도 무안군 무안읍 고절리,0,0,2,0,0,0,-,-,-,-,-,-,27,75,117,61,27,9,2,48,48,16,1,3
4678035022,전라남도 보성군 복내면 반석리,0,0,0,1,0,0,-,-,-,-,-,-,0,3,15,16,8,0,1,18,42,13,3,0
4678035025,전라남도 보성군 복내면 봉천리,-,-,-,-,-,-,-,-,-,-,-,-,1,10,27,8,5,1,0,3,19,9,0,0
4678035030,전라남도 보성군 복내면 계산리,0,1,0,0,0,0,-,-,-,-,-,-,0,8,29,34,42,4,8,11,12,6,1,0
4678035032,전라남도 보성군 복내면 동교리,-,-,-,-,-,-,2,4,1,0,0,3,4,11,24,46,33,1,2,11,19,12,1,0
4678036021,전라남도 보성군 문덕면 운곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,9,12,7,0,2,5,5,3,1,0
4678036025,전라남도 보성군 문덕면 봉갑리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,2,0,0,2,0,0,0,0
4678036028,전라남도 보성군 문덕면 귀산리,-,-,-,-,-,-,0,0,0,0,5,6,2,7,11,23,14,8,0,8,15,3,0,0
4678037021,전라남도 보성군 조성면 조성리,0,0,1,4,4,1,2,4,7,6,5,5,9,6,14,11,8,2,3,31,123,30,2,1
4678037024,전라남도 보성군 조성면 신월리,0,0,0,0,4,2,0,2,0,2,1,2,0,4,9,9,17,12,2,10,17,5,0,0
4729010800,경상북도 경산시 사정동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4729011100,경상북도 경산시 정평동,-,-,-,-,-,-,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
4729011400,경상북도 경산시 임당동,-,-,-,-,-,-,1,3,4,3,2,0,4,9,8,2,0,0,0,0,5,4,0,0
4725034022,경상북도 상주시 청리면 월로리,-,-,-,-,-,-,4,8,6,5,1,0,1,13,3,1,0,0,1,7,5,1,0,0
4725034024,경상북도 상주시 청리면 청상리,-,-,-,-,-,-,0,0,1,0,0,0,0,8,1,0,0,0,1,4,3,0,0,0
4725034028,경상북도 상주시 청리면 수상리,0,2,2,0,0,0,1,1,0,0,0,0,0,3,6,1,0,0,2,9,7,1,0,0
4725034031,경상북도 상주시 청리면 삼괴리,0,1,3,4,2,1,0,2,0,0,0,0,1,31,8,0,0,0,2,6,5,1,0,0
4725035021,경상북도 상주시 공성면 옥산리,-,-,-,-,-,-,0,0,2,1,0,0,0,1,0,0,0,0,2,14,7,1,0,0
4725035023,경상북도 상주시 공성면 장동리,0,1,0,0,0,0,1,2,4,1,0,0,0,4,5,1,0,0,2,9,4,1,0,0
4725035025,경상북도 상주시 공성면 영오리,-,-,-,-,-,-,3,2,6,1,1,1,0,5,3,2,5,6,1,3,0,0,0,1
4725035027,경상북도 상주시 공성면 산현리,-,-,-,-,-,-,1,6,8,12,1,1,0,16,2,0,0,0,2,8,2,0,0,0
4725035030,경상북도 상주시 공성면 용안리,-,-,-,-,-,-,4,7,4,3,0,0,5,54,21,15,0,0,0,2,2,1,0,0
4725035035,경상북도 상주시 공성면 봉산리,-,-,-,-,-,-,6,15,8,4,1,1,2,11,12,1,1,0,3,13,6,3,0,0
4725035038,경상북도 상주시 공성면 신곡리,-,-,-,-,-,-,2,4,6,5,2,3,0,11,4,2,0,1,2,5,3,0,0,0
4725036021,경상북도 상주시 외남면 구서리,0,1,1,2,2,0,3,9,12,6,1,0,1,5,5,2,1,1,2,7,3,1,0,1
4827038022,경상남도 밀양시 무안면 신법리,0,0,0,1,1,0,-,-,-,-,-,-,0,2,2,2,0,0,0,10,16,4,0,0
4827038025,경상남도 밀양시 무안면 죽월리,0,1,3,4,4,4,-,-,-,-,-,-,2,4,3,0,0,0,1,10,3,1,0,0
4827038027,경상남도 밀양시 무안면 내진리,0,1,2,2,1,0,-,-,-,-,-,-,0,7,1,0,1,0,1,5,12,7,2,0
4679036025,전라남도 화순군 도곡면 평리,0,1,2,2,1,0,-,-,-,-,-,-,2,0,2,2,0,0,3,115,125,66,7,1
4679036028,전라남도 화순군 도곡면 천암리,0,1,2,1,0,0,-,-,-,-,-,-,1,1,31,2,0,0,0,4,4,3,0,0
4679036030,전라남도 화순군 도곡면 미곡리,1,6,4,3,0,0,-,-,-,-,-,-,1,5,12,4,2,0,4,8,5,0,0,0
4679037022,전라남도 화순군 도암면 도장리,-,-,-,-,-,-,-,-,-,-,-,-,0,12,22,5,2,1,2,38,28,11,2,0
4679037025,전라남도 화순군 도암면 원천리,-,-,-,-,-,-,1,6,4,1,1,2,3,31,50,14,8,2,3,57,93,22,2,1
4679037028,전라남도 화순군 도암면 등광리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,24,2,0,0,4,18,12,2,0,0
4679037031,전라남도 화순군 도암면 호암리,-,-,-,-,-,-,-,-,-,-,-,-,5,4,32,5,3,0,2,22,15,8,1,0
4773036030,경상북도 의성군 가음면 양지리,-,-,-,-,-,-,0,0,0,1,1,2,4,5,0,0,0,0,-,-,-,-,-,-
4773036032,경상북도 의성군 가음면 귀천리,0,1,0,0,0,0,8,14,10,6,2,1,7,9,2,2,0,0,0,0,4,2,0,0
4872039025,경상남도 의령군 부림면 손오리,0,0,0,1,1,0,-,-,-,-,-,-,0,2,10,1,1,0,0,11,12,2,2,0
4872039028,경상남도 의령군 부림면 여배리,-,-,-,-,-,-,-,-,-,-,-,-,0,14,31,0,0,0,0,2,6,0,0,0
4872039031,경상남도 의령군 부림면 권혜리,-,-,-,-,-,-,0,0,0,0,0,1,0,12,8,1,0,1,-,-,-,-,-,-
4872040021,경상남도 의령군 봉수면 청계리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,12,8,2,0,0,2,10,0,0,0
4872040023,경상남도 의령군 봉수면 신현리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,18,4,4,0,0,1,1,0,0,0
4872040026,경상남도 의령군 봉수면 서득리,-,-,-,-,-,-,-,-,-,-,-,-,0,8,3,2,0,0,0,1,8,0,0,0
4872041500,경상남도 의령군 궁류면,0,0,1,1,0,0,0,2,1,0,0,1,2,56,77,22,0,4,0,44,87,36,9,3
4872041524,경상남도 의령군 궁류면 압곡리,0,0,0,1,0,0,-,-,-,-,-,-,0,1,1,5,0,0,0,14,12,4,1,0
4872041527,경상남도 의령군 궁류면 다현리,0,0,1,1,0,0,0,2,1,0,0,1,1,8,22,4,0,0,0,16,18,3,1,0
4872042021,경상남도 의령군 유곡면 상촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,13,1,0,0,-,-,-,-,-,-
4872042024,경상남도 의령군 유곡면 신촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,0,0,-,-,-,-,-,-
5011025323,제주특별자치도 제주시 애월읍 상귀리,-,-,-,-,-,-,4,4,9,8,14,39,11,67,95,98,52,57,-,-,-,-,-,-
5011025324,제주특별자치도 제주시 애월읍 구엄리,-,-,-,-,-,-,0,0,0,0,0,1,6,39,81,55,37,26,-,-,-,-,-,-
5011025325,제주특별자치도 제주시 애월읍 수산리,0,0,0,0,0,1,0,2,5,7,14,92,51,79,106,115,85,304,-,-,-,-,-,-
5011025326,제주특별자치도 제주시 애월읍 신엄리,0,0,0,2,0,0,0,1,8,11,16,94,74,72,102,83,71,88,-,-,-,-,-,-
5011025327,제주특별자치도 제주시 애월읍 장전리,-,-,-,-,-,-,1,1,4,5,9,44,11,45,35,50,43,188,-,-,-,-,-,-
5011025328,제주특별자치도 제주시 애월읍 소길리,-,-,-,-,-,-,0,0,1,2,5,23,9,64,83,130,147,380,-,-,-,-,-,-
5011025329,제주특별자치도 제주시 애월읍 고성리,-,-,-,-,-,-,0,2,9,8,10,32,44,70,128,178,208,638,-,-,-,-,-,-
5011025330,제주특별자치도 제주시 애월읍 하가리,-,-,-,-,-,-,0,2,4,6,3,33,8,84,64,90,72,179,-,-,-,-,-,-
5011025331,제주특별자치도 제주시 애월읍 상가리,-,-,-,-,-,-,0,3,3,7,11,95,14,114,48,169,162,694,0,0,0,0,0,1
5011025333,제주특별자치도 제주시 애월읍 고내리,-,-,-,-,-,-,0,0,0,1,0,0,4,21,33,30,17,16,-,-,-,-,-,-
4812132000,경상남도 창원시의창구 대산면,55,45,240,260,80,15,1,3,5,1,1,0,1,185,71,17,12,54,18,126,749,355,22,4
4812132021,경상남도 창원시의창구 대산면 갈전리,54,5,51,33,5,1,0,1,0,0,0,0,0,12,8,1,4,15,5,14,26,10,0,0
4812132022,경상남도 창원시의창구 대산면 일동리,1,8,54,72,30,6,0,0,0,1,0,0,0,9,2,2,2,5,2,7,19,4,0,0
4812132023,경상남도 창원시의창구 대산면 모산리,0,15,63,83,20,2,0,0,2,0,1,0,0,43,9,3,1,12,5,17,26,20,1,0
4812132024,경상남도 창원시의창구 대산면 가술리,0,1,4,0,0,0,1,0,0,0,0,0,0,9,3,3,0,3,1,13,232,57,0,0
4812132025,경상남도 창원시의창구 대산면 제동리,0,1,6,1,1,0,0,1,1,0,0,0,0,26,11,0,1,3,1,39,198,95,3,1
4812132026,경상남도 창원시의창구 대산면 우암리,0,8,36,45,20,6,-,-,-,-,-,-,0,11,9,3,3,4,0,11,153,131,14,2
4812132027,경상남도 창원시의창구 대산면 북부리,0,2,16,23,3,0,-,-,-,-,-,-,0,67,16,0,0,7,1,4,13,5,0,0
4812132028,경상남도 창원시의창구 대산면 유등리,0,5,9,3,0,0,0,0,2,0,0,0,0,8,14,4,2,4,1,14,69,25,3,1
4812132029,경상남도 창원시의창구 대산면 대방리,0,0,1,1,0,0,-,-,-,-,-,-,0,1,0,0,0,0,2,6,14,9,0,0
4812300000,경상남도 창원시성산구,0,0,0,0,0,1,1,0,9,2,0,2,1,10,7,2,0,2,-,-,-,-,-,-
5011013000,제주특별자치도 제주시 도련일동,0,0,0,0,1,1,1,3,8,20,23,56,12,54,74,110,105,148,-,-,-,-,-,-
5011013100,제주특별자치도 제주시 도련이동,0,1,0,0,1,0,1,3,5,10,10,16,0,4,6,3,2,4,-,-,-,-,-,-
5011013200,제주특별자치도 제주시 용강동,0,0,0,0,0,1,1,0,1,3,6,68,5,9,11,26,31,178,-,-,-,-,-,-
5011013300,제주특별자치도 제주시 회천동,0,0,0,1,0,2,0,5,9,24,31,112,16,116,135,114,143,389,-,-,-,-,-,-
5011013400,제주특별자치도 제주시 오등동,0,0,0,4,1,3,0,1,5,9,21,65,6,19,53,62,62,260,-,-,-,-,-,-
5011013500,제주특별자치도 제주시 월평동,0,0,0,0,1,8,0,0,1,1,2,60,7,7,4,12,25,133,-,-,-,-,-,-
5011013600,제주특별자치도 제주시 영평동,0,0,1,1,3,12,1,1,15,23,36,123,8,21,32,52,42,114,-,-,-,-,-,-
5011013700,제주특별자치도 제주시 연동,-,-,-,-,-,-,0,0,0,4,4,5,11,43,81,149,203,1145,-,-,-,-,-,-
5011013800,제주특별자치도 제주시 도평동,-,-,-,-,-,-,1,3,12,18,10,18,5,34,41,63,21,31,-,-,-,-,-,-
5011013900,제주특별자치도 제주시 해안동,-,-,-,-,-,-,1,1,4,15,21,57,7,25,41,57,80,1788,-,-,-,-,-,-
5011014000,제주특별자치도 제주시 내도동,-,-,-,-,-,-,0,1,2,2,2,5,0,6,22,12,3,1,-,-,-,-,-,-
4825032021,경상남도 김해시 주촌면 선지리,-,-,-,-,-,-,0,1,6,0,0,0,0,10,13,0,0,1,0,11,16,1,0,0
4825032024,경상남도 김해시 주촌면 천곡리,0,0,1,0,0,0,0,0,5,0,0,1,0,7,15,0,1,0,0,8,10,0,0,0
4825033000,경상남도 김해시 진례면,0,2,4,7,3,5,22,19,52,16,12,7,19,177,33,0,0,0,19,521,680,289,35,15
4825033022,경상남도 김해시 진례면 시례리,-,-,-,-,-,-,0,0,4,0,0,0,0,29,2,0,0,0,0,39,41,3,0,0
4825033024,경상남도 김해시 진례면 초전리,0,0,0,1,0,0,-,-,-,-,-,-,0,3,0,0,0,0,2,58,186,85,7,1
4825033028,경상남도 김해시 진례면 송현리,-,-,-,-,-,-,14,0,0,0,0,0,14,16,3,0,0,0,4,132,67,8,1,2
4825033030,경상남도 김해시 진례면 고모리,-,-,-,-,-,-,6,14,14,0,0,1,0,20,1,0,0,0,3,95,40,1,0,3
5013010300,제주특별자치도 서귀포시 서호동,0,0,0,0,1,18,0,0,0,0,1,45,5,346,86,17,15,143,-,-,-,-,-,-
4167025029,경기도 여주시 가남읍 오산리,0,0,0,4,0,0,-,-,-,-,-,-,7,23,6,5,0,0,3,73,103,17,2,1
4167025030,경기도 여주시 가남읍 정단리,-,-,-,-,-,-,-,-,-,-,-,-,2,17,7,1,0,0,46,236,125,12,0,1
4167025031,경기도 여주시 가남읍 화평리,0,1,3,0,0,0,30,17,2,8266,4,0,24,31,11,1,0,0,41,106,51,1,1,0
4167025032,경기도 여주시 가남읍 본두리,1,2,0,3,0,0,3,5,2,5,1,0,31,40,5,2,1,0,20,291,142,20,1,0
4167025033,경기도 여주시 가남읍 하귀리,1,1,2,2,0,0,-,-,-,-,-,-,16,20,9,1,0,0,11,94,64,11,1,0
4167025034,경기도 여주시 가남읍 안금리,17,6,3,1,1,0,19,11,7,2,0,0,14,50,9,1,2,0,68,143,53,16,1,0
4167033027,경기도 여주시 금사면 소유리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,13,2,0,0,0,24,36,1,0,0
4167033029,경기도 여주시 금사면 하호리,0,1,0,0,0,0,-,-,-,-,-,-,3,11,15,8,0,0,3,31,42,47,0,0
4167033030,경기도 여주시 금사면 금사리,0,1,1,1,0,0,-,-,-,-,-,-,4,7,2,1,1,0,1,88,46,28,0,1
4167033031,경기도 여주시 금사면 외평리,-,-,-,-,-,-,2,1,0,0,0,0,13,4,0,1,0,0,27,64,52,28,3,0
4167036030,경기도 여주시 북내면 장암리,0,1,0,0,0,0,1,1,0,0,0,0,7,31,9,1,0,0,64,195,50,22,0,0
4167036031,경기도 여주시 북내면 중암리,-,-,-,-,-,-,2,1,1,1,1,1,3,6,3,1,0,0,45,90,51,14,0,1
4167036032,경기도 여주시 북내면 운촌리,-,-,-,-,-,-,0,1,2,0,0,0,8,11,1,1,0,0,155,59,17,1,0,0
4167036033,경기도 여주시 북내면 신접리,0,3,1,1,0,0,2,2,0,0,0,0,3,7,1,0,0,0,7,111,123,67,0,0
4167036034,경기도 여주시 북내면 지내리,0,0,7,3,5,0,3,1,0,1,0,0,2,4,1,0,0,0,6,125,183,17,0,0
4167036035,경기도 여주시 북내면 가정리,-,-,-,-,-,-,0,3,0,0,0,0,2,4,2,0,0,0,15,103,113,9,0,0
4167037000,경기도 여주시 강천면,2,4,11,3,2,0,51,29,7,5,1,0,103,106,23,51,44,31,414,1179,680,196,17,11
4167037021,경기도 여주시 강천면 간매리,0,1,1,0,1,0,-,-,-,-,-,-,5,7,1,0,0,0,1,57,152,31,1,0
4167037022,경기도 여주시 강천면 걸은리,-,-,-,-,-,-,19,25,5,5,0,0,20,20,3,3,0,0,276,217,44,10,3,1
4167037023,경기도 여주시 강천면 이호리,0,1,8,1,1,0,1,2,1,0,0,0,3,4,1,1,0,0,103,149,26,8,2,0
4167037024,경기도 여주시 강천면 가야리,0,1,1,0,0,0,31,1,0,0,0,0,11,20,2,3,0,0,13,291,85,6,2,0
4167037025,경기도 여주시 강천면 적금리,0,0,1,0,0,0,0,0,0,0,1,0,5,13,4,4,0,0,4,207,43,7,0,0
4167025035,경기도 여주시 가남읍 양귀리,2,4,8,0,0,0,2,1,0,0,0,0,18,39,14,1,0,1,104,180,35,4,0,0
4167025036,경기도 여주시 가남읍 연대리,1,2,7,4,0,0,-,-,-,-,-,-,24,56,20,7,1,0,23,169,51,0,1,0
4167025037,경기도 여주시 가남읍 금당리,1,5,1,1,3,0,1,3,2,0,0,0,64,109,56,10,5,2,38,320,118,3,1,0
4167025038,경기도 여주시 가남읍 금곡리,0,0,1,0,0,0,1,1,0,0,0,0,25,37,15,2,0,1,19,94,19,0,0,0
4167025039,경기도 여주시 가남읍 송림리,1,8,7,1,0,0,8,10,0,0,0,0,60,95,44,45,0,0,54,188,10,1,0,0
4167025040,경기도 여주시 가남읍 삼승리,1,5,6,0,0,0,7,11,5,0,0,0,23,31,16,2,0,0,57,99,1,0,0,0
4167031000,경기도 여주시 점동면,4,8,6,4,1,0,24,28,28,9,0,1,567,783,284,37,5,4,375,1868,1467,304,29,5
4167031021,경기도 여주시 점동면 청안리,0,0,1,0,0,0,1,0,0,0,0,0,13,72,28,1,0,0,50,155,25,0,1,0
4167031022,경기도 여주시 점동면 부구리,1,1,0,1,0,0,-,-,-,-,-,-,1,22,8,1,1,0,14,173,135,22,2,1
4167031023,경기도 여주시 점동면 덕평리,0,3,3,2,0,0,9,9,4,2,0,0,38,102,24,0,0,0,120,148,28,18,2,1
4167031024,경기도 여주시 점동면 원부리,-,-,-,-,-,-,1,1,1,0,0,0,18,72,39,7,0,0,15,75,79,23,0,0
4167031025,경기도 여주시 점동면 관한리,-,-,-,-,-,-,2,1,1,0,0,0,2,40,25,0,0,0,14,111,182,8,1,0
4167031026,경기도 여주시 점동면 뇌곡리,0,1,0,0,0,0,6,6,8,2,0,1,9,45,7,0,0,0,0,68,137,21,1,0
4167035000,경기도 여주시 대신면,65,164,76,19,6,2,44,19,8,10,3,0,1301,1084,253,46,10,3,414,2658,1192,85,22,4
4167035021,경기도 여주시 대신면 후포리,1,6,4,1,2,0,4,1,0,0,2,0,120,74,8,1,2,0,6,250,88,2,0,0
