stdg_Cd,bjd_Nm,posifertmg_Fachs1_Area,posifertmg_Fachs2_Area,posifertmg_Fachs3_Area,posifertmg_Fachs4_Area,posifertmg_Fachs5_Area,posifertmg_Fachs6_Area,posifertmg_Fruit1_Area,posifertmg_Fruit2_Area,posifertmg_Fruit3_Area,posifertmg_Fruit4_Area,posifertmg_Fruit5_Area,posifertmg_Fruit6_Area,posifertmg_Pfld1_Area,posifertmg_Pfld2_Area,posifertmg_Pfld3_Area,posifertmg_Pfld4_Area,posifertmg_Pfld5_Area,posifertmg_Pfld6_Area,posifertmg_Rfld1_Area,posifertmg_Rfld2_Area,posifertmg_Rfld3_Area,posifertmg_Rfld4_Area,posifertmg_Rfld5_Area,posifertmg_Rfld6_Area
5011025337,제주특별자치도 제주시 애월읍 곽지리,-,-,-,-,-,-,0,1,3,3,2,5,23,40,50,39,21,23,-,-,-,-,-,-
5011025338,제주특별자치도 제주시 애월읍 금성리,0,0,0,0,0,2,0,1,0,0,2,3,3,8,14,19,11,31,-,-,-,-,-,-
5011025339,제주특별자치도 제주시 애월읍 봉성리,0,0,0,0,0,4,2,8,11,13,11,28,873,833,1005,763,286,845,0,0,0,0,1,0
5011025340,제주특별자치도 제주시 애월읍 하귀1리,-,-,-,-,-,-,1,4,5,6,4,5,22,48,46,46,35,78,-,-,-,-,-,-
5011025341,제주특별자치도 제주시 애월읍 하귀2리,-,-,-,-,-,-,0,2,1,3,1,1,11,12,17,16,12,14,-,-,-,-,-,-
5011025342,제주특별자치도 제주시 애월읍 유수암리,-,-,-,-,-,-,2,7,10,5,4,11,163,500,352,255,350,576,-,-,-,-,-,-
4812310100,경상남도 창원시성산구 토월동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4812310200,경상남도 창원시성산구 사파정동,-,-,-,-,-,-,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-
4812310300,경상남도 창원시성산구 가음정동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4812310500,경상남도 창원시성산구 대방동,-,-,-,-,-,-,0,8,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
4812310600,경상남도 창원시성산구 남산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4812310700,경상남도 창원시성산구 삼정자동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,0,0,0,-,-,-,-,-,-
4812310800,경상남도 창원시성산구 천선동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4812515900,경상남도 창원시마산합포구 현동,-,-,-,-,-,-,0,1,0,1,0,0,1,2,3,4,1,1,1,5,6,2,0,0
4812531000,경상남도 창원시마산합포구 구산면,-,-,-,-,-,-,0,0,0,1,0,0,2,12,51,31,3,1,13,83,96,53,21,25
4812531021,경상남도 창원시마산합포구 구산면 유산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,0,0,0,10,11,1,1,1
5013010400,제주특별자치도 서귀포시 호근동,7,13,11,7,5,23,36,40,31,11,9,19,313,188,112,46,18,30,0,0,0,0,0,1
5013010500,제주특별자치도 서귀포시 동홍동,2,6,11,4,10,27,29,22,11,10,6,10,325,132,70,23,18,27,-,-,-,-,-,-
5013010600,제주특별자치도 서귀포시 서홍동,3,7,11,15,7,29,31,34,29,20,14,21,442,176,78,40,13,37,0,0,1,1,1,2
5013010700,제주특별자치도 서귀포시 상효동,5,13,15,14,14,49,40,43,28,15,10,16,155,37,20,5,5,16,-,-,-,-,-,-
5013010800,제주특별자치도 서귀포시 하효동,4,4,7,7,10,19,13,5,7,3,3,5,124,63,37,20,13,15,-,-,-,-,-,-
5013010900,제주특별자치도 서귀포시 신효동,4,8,8,9,7,30,19,15,9,5,2,11,278,170,91,73,41,86,-,-,-,-,-,-
5013011000,제주특별자치도 서귀포시 보목동,12,18,12,13,9,21,16,10,7,6,2,5,257,112,67,43,22,48,-,-,-,-,-,-
5013011100,제주특별자치도 서귀포시 토평동,9,22,22,19,16,76,95,58,56,18,12,29,249,151,78,22,11,17,-,-,-,-,-,-
5013011200,제주특별자치도 서귀포시 중문동,0,3,1,2,2,14,83,76,48,31,16,35,400,468,316,127,201,86,-,-,-,-,-,-
5013011300,제주특별자치도 서귀포시 회수동,0,2,1,3,2,11,46,41,27,11,6,19,188,143,58,36,19,30,-,-,-,-,-,-
4812710400,경상남도 창원시마산회원구 석전동,-,-,-,-,-,-,-,-,-,-,-,-,0,3,3,0,0,0,-,-,-,-,-,-
4812710500,경상남도 창원시마산회원구 양덕동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,4,10,-,-,-,-,-,-
4812710600,경상남도 창원시마산회원구 합성동,-,-,-,-,-,-,0,1,5,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-
4812710700,경상남도 창원시마산회원구 회성동,-,-,-,-,-,-,-,-,-,-,-,-,2,17,24,46,20,6,-,-,-,-,-,-
4812710800,경상남도 창원시마산회원구 회원동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4812725000,경상남도 창원시마산회원구 내서읍,-,-,-,-,-,-,2,0,0,1,0,2,7,26,23,6,2,3,51,181,92,22,6,4
4812725022,경상남도 창원시마산회원구 내서읍 평성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,0,11,36,19,2,0,0
4812725023,경상남도 창원시마산회원구 내서읍 호계리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,0,0,3,13,4,0,0
4812725024,경상남도 창원시마산회원구 내서읍 용담리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,0,0,0,1,2,1,0,0
4163032029,경기도 양주시 남면 한산리,0,0,1,1,2,1,-,-,-,-,-,-,0,6,9,3,1,0,6,32,16,2,0,0
4691025300,전라남도 신안군 압해읍,0,0,0,0,0,1,1,6,11,16,15,31,11,24,64,76,70,130,68,9,60,126,125,881
4691025321,전라남도 신안군 압해읍 복룡리,-,-,-,-,-,-,1,1,5,7,4,9,0,2,6,3,9,25,0,1,7,18,7,47
4691025322,전라남도 신안군 압해읍 가룡리,-,-,-,-,-,-,0,0,0,1,0,0,2,0,0,1,2,4,0,1,7,17,15,48
4691025323,전라남도 신안군 압해읍 고이리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,14,4,10,0,0,1,13,5,29
4691025324,전라남도 신안군 압해읍 매화리,-,-,-,-,-,-,-,-,-,-,-,-,3,1,15,4,3,7,0,0,1,4,4,155
4691025325,전라남도 신안군 압해읍 신용리,-,-,-,-,-,-,0,3,0,1,1,2,0,0,1,2,2,5,1,1,2,5,8,45
4691025326,전라남도 신안군 압해읍 학교리,-,-,-,-,-,-,0,0,0,0,1,2,1,12,20,16,12,6,0,0,3,7,8,35
4691025327,전라남도 신안군 압해읍 동서리,0,0,0,0,0,1,0,1,1,1,2,5,4,4,12,19,14,18,26,0,0,6,3,96
4691025328,전라남도 신안군 압해읍 대천리,-,-,-,-,-,-,0,0,0,1,1,1,0,1,1,4,7,11,18,4,31,28,23,118
4691025329,전라남도 신안군 압해읍 송공리,-,-,-,-,-,-,0,0,1,2,1,2,0,1,1,2,1,2,20,0,1,3,7,30
4691025330,전라남도 신안군 압해읍 분매리,-,-,-,-,-,-,0,0,0,0,1,1,0,1,1,4,5,16,0,0,0,4,6,89
3611033000,세종특별자치시  부강면,2,0,0,0,0,0,15,35,23,20,8,6,37,59,37,17,5,11,42,122,57,31,10,18
3611033021,세종특별자치시  부강면 부강리,-,-,-,-,-,-,0,1,0,0,0,0,3,7,3,3,0,1,6,21,12,8,1,2
3611033022,세종특별자치시  부강면 행산리,-,-,-,-,-,-,2,1,3,2,0,0,5,4,3,1,1,1,2,4,6,2,2,2
3611033023,세종특별자치시  부강면 산수리,-,-,-,-,-,-,0,0,1,2,0,1,2,5,2,2,0,1,10,15,13,8,4,12
3611033024,세종특별자치시  부강면 갈산리,-,-,-,-,-,-,1,1,2,0,1,0,0,4,5,5,3,3,2,1,3,5,1,1
3611033025,세종특별자치시  부강면 문곡리,2,0,0,0,0,0,2,5,0,0,1,0,9,8,3,1,0,1,5,20,1,0,0,0
4311100000,충청북도 청주시상당구,1,6,10,9,14,44,38,29,42,30,24,58,503,660,489,292,203,382,450,2150,1347,514,200,165
4311110100,충청북도 청주시상당구 영동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4311110500,충청북도 청주시상당구 남문로1가,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4311111100,충청북도 청주시상당구 석교동,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1
4311111800,충청북도 청주시상당구 대성동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4311112100,충청북도 청주시상당구 용담동,-,-,-,-,-,-,-,-,-,-,-,-,5,8,1,1,1,0,-,-,-,-,-,-
4311112200,충청북도 청주시상당구 명암동,-,-,-,-,-,-,-,-,-,-,-,-,6,3,0,0,0,0,-,-,-,-,-,-
4311112300,충청북도 청주시상당구 산성동,0,0,0,0,0,1,-,-,-,-,-,-,14,3,0,0,1,0,6,59,15,1,1,0
4311112400,충청북도 청주시상당구 용암동,0,0,2,1,2,1,1,3,3,3,2,10,5,20,14,8,8,22,1,1,0,0,0,0
4311112500,충청북도 청주시상당구 용정동,-,-,-,-,-,-,0,0,1,1,0,0,6,13,6,9,1,2,9,20,4,1,1,0
4311112600,충청북도 청주시상당구 방서동,-,-,-,-,-,-,-,-,-,-,-,-,0,3,1,1,0,0,0,8,6,3,1,1
4311112700,충청북도 청주시상당구 평촌동,0,0,1,0,1,5,-,-,-,-,-,-,0,1,2,0,0,1,0,7,5,3,1,0
4311112800,충청북도 청주시상당구 지북동,0,0,0,0,2,3,-,-,-,-,-,-,8,6,5,1,2,1,1,17,27,14,7,3
4311112900,충청북도 청주시상당구 운동동,-,-,-,-,-,-,-,-,-,-,-,-,2,12,6,8,0,2,4,46,20,2,1,0
4311113000,충청북도 청주시상당구 월오동,-,-,-,-,-,-,-,-,-,-,-,-,10,13,13,2,3,1,3,38,8,2,0,1
4311131000,충청북도 청주시상당구 낭성면,-,-,-,-,-,-,1,1,0,0,0,2,65,90,50,32,20,32,63,274,87,26,6,8
4311131021,충청북도 청주시상당구 낭성면 관정리,-,-,-,-,-,-,-,-,-,-,-,-,3,8,6,3,1,2,15,26,5,1,0,0
4311131022,충청북도 청주시상당구 낭성면 귀래리,-,-,-,-,-,-,-,-,-,-,-,-,3,8,5,2,0,2,2,15,3,1,0,1
4311131023,충청북도 청주시상당구 낭성면 추정리,-,-,-,-,-,-,-,-,-,-,-,-,5,12,8,3,3,4,1,15,5,1,0,0
4311131024,충청북도 청주시상당구 낭성면 호정리,-,-,-,-,-,-,-,-,-,-,-,-,11,11,5,3,1,2,13,48,7,2,1,1
4311131025,충청북도 청주시상당구 낭성면 이목리,-,-,-,-,-,-,0,0,0,0,0,2,5,5,3,2,1,2,2,10,4,1,0,0
4311131026,충청북도 청주시상당구 낭성면 문박리,-,-,-,-,-,-,-,-,-,-,-,-,5,4,1,1,1,2,6,31,6,1,0,0
4311131027,충청북도 청주시상당구 낭성면 인경리,-,-,-,-,-,-,-,-,-,-,-,-,3,6,5,2,2,6,1,7,6,1,0,0
4311131028,충청북도 청주시상당구 낭성면 지산리,-,-,-,-,-,-,-,-,-,-,-,-,5,10,6,8,2,8,3,22,14,6,1,2
4311131029,충청북도 청주시상당구 낭성면 갈산리,-,-,-,-,-,-,-,-,-,-,-,-,9,8,3,3,1,1,3,32,13,5,1,1
4671033500,전라남도 담양군 가사문학면,0,1,2,2,1,6,14,11,4,4,2,2,3,14,33,15,6,6,15,114,74,31,15,11
4671033521,전라남도 담양군 가사문학면 학선리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,0,-,-,-,-,-,-
4671033522,전라남도 담양군 가사문학면 지곡리,0,0,1,0,0,1,0,0,1,1,1,1,0,1,2,1,0,0,3,11,13,1,1,0
4671033523,전라남도 담양군 가사문학면 연천리,-,-,-,-,-,-,0,0,0,3,1,1,1,2,4,3,2,1,1,7,4,2,0,0
4671033524,전라남도 담양군 가사문학면 정곡리,0,0,1,0,1,2,4,10,3,0,0,0,1,3,5,2,1,2,2,28,28,5,2,0
4671033525,전라남도 담양군 가사문학면 경상리,0,0,0,0,0,2,-,-,-,-,-,-,0,1,2,1,0,1,1,4,1,0,0,0
4671033526,전라남도 담양군 가사문학면 무동리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,0,0,2,10,9,9,7,10
4671033527,전라남도 담양군 가사문학면 만월리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,2,1,0,1,5,3,2,2,0
4671033528,전라남도 담양군 가사문학면 구산리,0,0,1,1,0,1,-,-,-,-,-,-,0,1,4,1,0,0,2,28,12,10,2,0
4671033529,전라남도 담양군 가사문학면 인암리,-,-,-,-,-,-,0,0,1,0,0,0,0,0,2,1,1,0,0,7,3,1,0,0
4671033530,전라남도 담양군 가사문학면 가암리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,5,1,1,1,1,3,1,0,0,0
4671033531,전라남도 담양군 가사문학면 풍암리,-,-,-,-,-,-,9,0,0,0,0,0,0,0,2,1,0,0,1,10,1,0,0,0
4375025300,충청북도 진천군 덕산읍,0,7,12,25,32,119,4,18,14,20,13,14,37,77,62,44,21,24,592,912,437,147,47,30
4375025321,충청북도 진천군 덕산읍 옥동리,0,1,0,0,2,4,0,0,0,1,1,1,3,8,3,4,1,2,76,104,47,8,6,5
4375025322,충청북도 진천군 덕산읍 화상리,0,1,1,1,2,11,0,1,1,9,3,1,0,6,12,6,3,4,71,95,48,12,3,0
4375025323,충청북도 진천군 덕산읍 산수리,0,2,1,1,1,2,2,11,6,4,8,4,6,7,5,4,2,2,55,114,71,26,8,8
4375025324,충청북도 진천군 덕산읍 인산리,0,1,2,4,8,18,-,-,-,-,-,-,2,3,3,1,0,1,1,43,31,13,8,4
4375025325,충청북도 진천군 덕산읍 두촌리,-,-,-,-,-,-,0,0,1,0,0,0,5,3,1,0,0,0,7,16,22,4,0,0
4375025326,충청북도 진천군 덕산읍 석장리,0,0,0,0,0,2,0,1,1,1,1,4,2,9,4,3,0,3,94,65,11,2,1,0
4375025327,충청북도 진천군 덕산읍 기전리,0,0,1,1,0,4,0,0,1,3,0,1,2,5,7,6,2,1,24,41,13,7,1,0
4375025328,충청북도 진천군 덕산읍 구산리,0,0,2,3,1,9,0,4,3,1,0,1,2,15,9,11,8,5,80,138,36,15,5,1
4375025329,충청북도 진천군 덕산읍 신척리,0,0,1,2,4,22,-,-,-,-,-,-,6,5,3,3,2,2,27,51,25,10,2,1
4375025330,충청북도 진천군 덕산읍 용몽리,0,1,1,7,9,30,1,0,2,2,0,2,3,10,11,4,3,2,51,106,66,31,2,5
4375025331,충청북도 진천군 덕산읍 한천리,0,0,3,6,3,9,-,-,-,-,-,-,1,0,1,1,0,1,85,69,23,5,3,3
4375025332,충청북도 진천군 덕산읍 합목리,0,0,0,1,2,9,0,1,0,0,0,0,4,5,3,2,1,1,20,69,44,15,8,2
4679039500,전라남도 화순군 백아면,0,1,2,2,8,14,24,43,34,24,21,39,166,123,99,29,24,116,170,108,95,63,34,49
4679039521,전라남도 화순군 백아면 임곡리,0,0,0,0,0,1,0,1,3,1,1,0,0,1,1,1,1,1,8,7,6,4,2,1
4679039522,전라남도 화순군 백아면 옥리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,10,8,6,4,5,1,2
4679039523,전라남도 화순군 백아면 서유리,0,0,0,0,0,1,1,1,0,2,2,1,2,1,4,1,4,5,6,6,4,2,1,2
4679039524,전라남도 화순군 백아면 맹리,-,-,-,-,-,-,0,0,4,0,0,0,1,1,3,2,1,4,6,2,2,2,3,3
4679039525,전라남도 화순군 백아면 남치리,-,-,-,-,-,-,0,1,0,0,0,0,4,1,4,0,2,4,35,20,10,5,2,2
4679039526,전라남도 화순군 백아면 원리,0,0,1,0,8,10,1,1,0,0,0,1,7,4,15,2,1,12,34,21,14,7,2,6
4679039527,전라남도 화순군 백아면 송단리,-,-,-,-,-,-,1,0,0,0,0,0,85,15,13,4,3,7,3,8,8,3,1,2
4679039528,전라남도 화순군 백아면 방리,0,0,0,0,1,2,-,-,-,-,-,-,39,41,5,1,1,2,4,1,1,0,0,1
4679039529,전라남도 화순군 백아면 노기리,0,0,0,1,0,0,17,13,23,13,10,6,6,7,22,8,2,8,12,3,13,13,8,11
4679039530,전라남도 화순군 백아면 이천리,-,-,-,-,-,-,1,0,1,1,1,17,5,0,1,1,1,31,28,3,8,14,10,15
4679039531,전라남도 화순군 백아면 길성리,-,-,-,-,-,-,0,6,0,1,6,3,0,1,0,1,0,7,9,4,12,5,2,4
4679039532,전라남도 화순군 백아면 와천리,-,-,-,-,-,-,0,0,0,3,0,0,4,6,4,0,0,2,2,1,1,0,0,0
4679039533,전라남도 화순군 백아면 다곡리,-,-,-,-,-,-,0,0,1,1,1,2,1,17,10,1,0,3,5,5,2,1,0,0
4679039534,전라남도 화순군 백아면 수리,-,-,-,-,-,-,0,0,0,0,0,8,3,1,1,2,1,10,6,19,7,0,0,1
4679039535,전라남도 화순군 백아면 노치리,-,-,-,-,-,-,1,1,1,0,0,0,3,4,2,0,1,3,2,1,2,0,0,0
4679039536,전라남도 화순군 백아면 용곡리,-,-,-,-,-,-,3,18,1,2,0,1,3,23,12,2,3,7,2,1,2,2,1,1
4679041500,전라남도 화순군 사평면,0,1,1,1,1,1,235,37,23,36,3,23,50,88,82,115,104,179,443,372,132,34,12,13
4679041521,전라남도 화순군 사평면 사평리,0,1,0,0,0,1,0,1,0,0,0,0,2,5,10,9,9,12,86,106,22,7,3,2
4679041522,전라남도 화순군 사평면 대곡리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,7,3,5,22,10,11,2,0,0
4679041523,전라남도 화순군 사평면 검산리,-,-,-,-,-,-,15,1,1,2,1,4,4,4,3,11,7,16,72,50,14,3,2,1
4679041524,전라남도 화순군 사평면 운산리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,1,1,16,11,4,0,1,0
4679041525,전라남도 화순군 사평면 원리,0,1,0,0,1,0,0,1,1,1,0,1,1,5,2,5,3,11,68,54,15,3,1,2
4679041526,전라남도 화순군 사평면 벽송리,-,-,-,-,-,-,37,6,0,3,0,0,1,3,9,18,10,10,15,17,11,6,0,1
4679041527,전라남도 화순군 사평면 장전리,-,-,-,-,-,-,5,4,0,18,0,11,8,8,9,14,11,19,30,33,13,2,1,1
4679041528,전라남도 화순군 사평면 절산리,-,-,-,-,-,-,170,21,18,11,1,5,5,23,12,7,13,29,36,22,6,2,0,1
4679041529,전라남도 화순군 사평면 사수리,-,-,-,-,-,-,3,1,2,0,0,0,1,5,1,5,4,8,10,8,3,1,0,0
4679041530,전라남도 화순군 사평면 주산리,-,-,-,-,-,-,2,0,0,0,0,0,2,1,0,1,2,10,2,1,1,0,0,0
4679041531,전라남도 화순군 사평면 복교리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,8,0,-,-,-,-,-,-
4679041532,전라남도 화순군 사평면 남계리,-,-,-,-,-,-,0,1,0,0,0,0,1,9,3,4,7,12,7,3,4,0,0,0
4679041533,전라남도 화순군 사평면 유마리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,2,5,2,10,3,3,3,1,0,0
4679041534,전라남도 화순군 사평면 다산리,-,-,-,-,-,-,3,0,0,0,0,0,5,6,7,11,6,12,24,20,7,0,0,0
4679041535,전라남도 화순군 사평면 용리,-,-,-,-,-,-,0,0,1,1,1,1,6,2,13,8,7,15,18,15,9,4,1,3
4679041536,전라남도 화순군 사평면 내리,-,-,-,-,-,-,-,-,-,-,-,-,10,11,6,5,11,9,32,18,9,2,1,1
4111513700,경기도 수원시팔달구 고등동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4111513800,경기도 수원시팔달구 화서동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,1,0,0,0,0
4111513900,경기도 수원시팔달구 지동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4111700000,경기도 수원시영통구,0,0,0,0,0,1,1,3,1,0,0,0,1,2,1,1,0,2,12,33,16,10,1,8
4111710100,경기도 수원시영통구 매탄동,0,0,0,0,0,1,0,0,1,0,0,0,-,-,-,-,-,-,0,0,0,0,0,1
4682032021,전라남도 해남군 화산면 해창리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,10,6,3,5,13,12,7,4,8,19
4682032025,전라남도 해남군 화산면 가좌리,-,-,-,-,-,-,0,4,2,0,0,0,1,35,70,40,23,21,15,56,33,13,11,50
4682032028,전라남도 해남군 화산면 연정리,-,-,-,-,-,-,-,-,-,-,-,-,0,8,17,21,6,1,18,30,5,1,1,4
4682032031,전라남도 해남군 화산면 송산리,-,-,-,-,-,-,-,-,-,-,-,-,1,8,13,18,11,7,22,46,33,13,13,9
4682032035,전라남도 해남군 화산면 삼마리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,12
4682033023,전라남도 해남군 현산면 고현리,0,0,0,2,0,4,0,0,0,0,0,3,1,13,26,19,9,12,12,100,89,25,5,7
4682033026,전라남도 해남군 현산면 읍호리,-,-,-,-,-,-,5,0,0,5,0,5,0,6,16,9,10,17,17,64,65,13,5,5
4682033028,전라남도 해남군 현산면 초호리,-,-,-,-,-,-,0,3,1,1,0,0,4,2,5,2,2,5,13,97,86,91,64,131
4682033031,전라남도 해남군 현산면 조산리,0,0,1,2,2,3,-,-,-,-,-,-,1,19,24,22,7,22,19,92,48,19,5,8
4682034021,전라남도 해남군 송지면 금강리,-,-,-,-,-,-,-,-,-,-,-,-,2,5,9,30,13,29,26,31,62,49,51,85
4682034027,전라남도 해남군 송지면 산정리,0,0,0,0,1,0,0,0,0,0,0,1,0,7,8,7,3,3,9,30,28,24,12,19
4682034030,전라남도 해남군 송지면 송호리,0,0,0,0,0,1,16,0,27,13,0,14,2,150,145,7,24,10,12,32,31,8,6,5
4684025029,전라남도 무안군 무안읍 평용리,-,-,-,-,-,-,-,-,-,-,-,-,0,8,15,50,17,2,2,5,12,13,5,3
4684025324,전라남도 무안군 일로읍 구정리,-,-,-,-,-,-,0,0,1,0,0,0,17,0,77,18,12,4,10,13,15,9,19,293
4684025330,전라남도 무안군 일로읍 상신기리,1,1,0,0,2,1,-,-,-,-,-,-,3,2,54,57,6,5,5,0,1,2,2,4
4684032024,전라남도 무안군 몽탄면 청용리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,15,18,10,20,3,0,3,2,1,1
4684032026,전라남도 무안군 몽탄면 명산리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,13,19,11,42,21,6,15,13,26,45
4684032029,전라남도 무안군 몽탄면 귀학리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,15,12,8,3,6,4,8,3,2,1
4684032030,전라남도 무안군 몽탄면 사천리,-,-,-,-,-,-,-,-,-,-,-,-,3,19,29,24,22,15,22,13,16,13,13,23
4684032034,전라남도 무안군 몽탄면 대치리,-,-,-,-,-,-,-,-,-,-,-,-,4,7,11,21,96,5,9,9,18,10,2,5
4684033021,전라남도 무안군 청계면 월선리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,0,3,36,2,2,1,1,2
4812110600,경상남도 창원시의창구 동정동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4812110800,경상남도 창원시의창구 용동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,0,-,-,-,-,-,-
4729011800,경상북도 경산시 조영동,-,-,-,-,-,-,0,0,1,0,1,6,0,1,4,6,5,6,0,1,1,1,1,0
4729012100,경상북도 경산시 여천동,-,-,-,-,-,-,0,1,1,1,0,7,1,3,5,5,4,25,-,-,-,-,-,-
4729012600,경상북도 경산시 사동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,-,-,-,-,-,-
4729025000,경상북도 경산시 하양읍,0,0,0,1,1,3,2,11,26,21,18,57,148,244,167,101,39,110,0,4,9,22,20,39
4729025025,경상북도 경산시 하양읍 양지리,-,-,-,-,-,-,0,1,2,0,0,0,1,2,5,7,6,7,-,-,-,-,-,-
4729025028,경상북도 경산시 하양읍 교리,-,-,-,-,-,-,0,0,0,0,0,1,16,9,3,2,0,3,-,-,-,-,-,-
4729025031,경상북도 경산시 하양읍 부호리,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1
4729025034,경상북도 경산시 하양읍 청천리,0,0,0,0,1,2,0,0,3,2,3,9,36,75,26,6,2,3,-,-,-,-,-,-
4729025036,경상북도 경산시 하양읍 대조리,-,-,-,-,-,-,0,3,11,9,7,6,33,17,17,12,5,8,0,1,2,3,2,4
4729025322,경상북도 경산시 진량읍 선화리,0,0,0,0,0,1,0,0,0,2,1,4,1,1,2,2,2,6,0,0,2,6,3,5
4729025323,경상북도 경산시 진량읍 보인리,-,-,-,-,-,-,0,0,2,4,1,3,1,1,1,2,1,1,0,0,1,3,1,1
4729025327,경상북도 경산시 진량읍 양기리,-,-,-,-,-,-,0,0,0,0,1,4,0,0,1,2,2,3,0,0,0,2,0,0
4725036025,경상북도 상주시 외남면 신상리,0,0,0,0,0,1,0,0,2,2,3,6,1,4,14,6,1,4,0,3,8,6,3,3
4725036028,경상북도 상주시 외남면 지사리,0,0,0,0,0,4,0,0,1,3,3,5,1,1,2,1,1,1,0,0,1,1,2,4
4725037022,경상북도 상주시 내서면 신촌리,-,-,-,-,-,-,0,1,1,0,0,1,1,7,3,1,2,1,1,1,2,1,0,0
4725037025,경상북도 상주시 내서면 서만리,-,-,-,-,-,-,2,6,3,3,1,1,3,5,4,2,2,1,1,4,1,1,0,0
4725037028,경상북도 상주시 내서면 평지리,-,-,-,-,-,-,0,1,3,3,1,1,2,8,4,3,4,4,3,7,9,3,1,1
4725038021,경상북도 상주시 모동면 덕곡리,0,0,1,0,0,2,6,23,20,22,15,75,3,9,6,4,5,9,0,2,6,1,1,1
4725038023,경상북도 상주시 모동면 용호리,-,-,-,-,-,-,0,7,10,10,7,13,0,1,1,1,1,3,0,2,2,1,1,0
4725038027,경상북도 상주시 모동면 반계리,0,0,0,0,0,1,0,5,13,16,12,32,1,2,3,2,1,3,0,2,2,1,0,0
4725038029,경상북도 상주시 모동면 신흥리,-,-,-,-,-,-,2,11,12,12,6,12,4,4,3,2,0,0,0,1,2,1,1,0
4725039022,경상북도 상주시 모서면 도안리,0,0,0,0,0,2,0,3,12,13,11,17,3,16,5,7,1,1,0,4,5,1,0,1
4725039025,경상북도 상주시 모서면 석산리,-,-,-,-,-,-,2,5,7,12,9,12,8,8,4,19,7,3,0,4,9,4,1,1
4719031029,경상북도 구미시 무을면 웅곡리,-,-,-,-,-,-,0,1,0,0,1,0,2,3,3,1,1,2,2,20,26,16,8,5
4148010700,경기도 파주시 교하동,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,2,1,3,19,23,16,5,4,7
4148010800,경기도 파주시 야당동,-,-,-,-,-,-,-,-,-,-,-,-,1,7,10,8,5,9,6,4,26,8,4,13
4148010900,경기도 파주시 다율동,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,1,0,1,15,3,1,2,3,16
