stdg_Cd,bjd_Nm,acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area
5182032030,강원특별자치도 고성군 죽왕면 야촌리,-,-,-,-,-,-,0,0,1,0,0,1,0,2,3,1,1,2,32,19,163,158,71,16
5182032031,강원특별자치도 고성군 죽왕면 문암진리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,0,2,3,3,17,12,5,6
5182032032,강원특별자치도 고성군 죽왕면 송암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,5,0,12,39,6,5
5182033000,강원특별자치도 고성군 토성면,-,-,-,-,-,-,0,0,0,23,2,9,45,156,57,56,55,33,47,52,567,295,75,18
5182033021,강원특별자치도 고성군 토성면 천진리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,1,0,2,0,3,22,4,1,0
5182033022,강원특별자치도 고성군 토성면 청간리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,0,2,3,5,19,4,1,0
5182033023,강원특별자치도 고성군 토성면 아야진리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,1,1,1,2,4,5,68,12,3,1
5182033024,강원특별자치도 고성군 토성면 교암리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,2,1,2,1,1,4,3,1,1
5182033025,강원특별자치도 고성군 토성면 백촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,1,0,3,3,68,71,8,2
5182033026,강원특별자치도 고성군 토성면 운봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,2,6,1,1,5,47,34,15,5
5182033027,강원특별자치도 고성군 토성면 학야리,-,-,-,-,-,-,0,0,0,0,1,0,4,1,1,0,1,2,3,1,8,8,4,0
5182033028,강원특별자치도 고성군 토성면 도원리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,4,3,1,1,2,60,25,7,1
5182033029,강원특별자치도 고성군 토성면 용암리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,1,2,5,4,29,21,5,1
5182033030,강원특별자치도 고성군 토성면 신평리,-,-,-,-,-,-,-,-,-,-,-,-,27,126,10,22,23,3,8,2,46,33,8,2
5182033031,강원특별자치도 고성군 토성면 인흥리,-,-,-,-,-,-,0,0,0,22,0,7,2,3,19,9,6,3,3,8,55,18,2,1
5182033032,강원특별자치도 고성군 토성면 성천리,-,-,-,-,-,-,0,0,0,1,0,0,1,2,1,2,1,1,4,0,7,6,4,1
5182033033,강원특별자치도 고성군 토성면 원암리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,2,2,2,3,2,12,7,2,0
5182033034,강원특별자치도 고성군 토성면 용촌리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,2,2,5,9,47,24,4,1
5182033035,강원특별자치도 고성군 토성면 봉포리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,1,2,0,2,5,5,1,0
5182033036,강원특별자치도 고성군 토성면 성대리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,1,1,5,2,0,44,15,5,0
5182033037,강원특별자치도 고성군 토성면 금화정리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,3,1,2,2,26,6,3,1
5183000000,강원특별자치도 양양군,1,1,1,2,5,5,4,5,15,13,20,6,175,510,643,541,570,359,11,87,486,967,1119,189
5183025000,강원특별자치도 양양군 양양읍,0,0,0,0,2,1,2,1,5,4,10,2,23,79,76,108,101,49,1,16,68,68,115,35
5183025021,강원특별자치도 양양군 양양읍 남문리,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5183025022,강원특별자치도 양양군 양양읍 구교리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,3,1,0,0,0,1,2,0
5183025023,강원특별자치도 양양군 양양읍 성내리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,0,0,1,-,-,-,-,-,-
5183025024,강원특별자치도 양양군 양양읍 군행리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5183025025,강원특별자치도 양양군 양양읍 연창리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,1,1,0,0,0,1,0,1,0
5183025026,강원특별자치도 양양군 양양읍 청곡리,-,-,-,-,-,-,-,-,-,-,-,-,3,10,3,6,5,3,0,3,8,6,16,3
5183025027,강원특별자치도 양양군 양양읍 송암리,-,-,-,-,-,-,0,0,1,3,4,2,5,21,17,37,22,15,0,4,16,6,14,4
5183025028,강원특별자치도 양양군 양양읍 월리,-,-,-,-,-,-,0,0,1,0,1,0,2,5,2,4,3,1,0,2,2,2,1,0
5183025029,강원특별자치도 양양군 양양읍 조산리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,8,11,14,9,0,5,24,20,39,18
5183025030,강원특별자치도 양양군 양양읍 사천리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,4,2,0,0,0,3,9,2
5183025031,강원특별자치도 양양군 양양읍 포월리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,3,1,1,0,3,3,2,1
5183025032,강원특별자치도 양양군 양양읍 기리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,4,2,1,1,0,1,4,4,9,2
5183025033,강원특별자치도 양양군 양양읍 정손리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0,0,1,0
5183025034,강원특별자치도 양양군 양양읍 감곡리,-,-,-,-,-,-,1,0,1,1,5,0,4,17,6,9,11,6,0,0,3,7,14,3
5183025035,강원특별자치도 양양군 양양읍 서문리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,0,-,-,-,-,-,-
5183025036,강원특별자치도 양양군 양양읍 내곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,7,1,5,3,0,0,1,3,2,0
5183025037,강원특별자치도 양양군 양양읍 임천리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,6,7,11,1,0,0,1,1,0,0
5183025038,강원특별자치도 양양군 양양읍 거마리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,6,8,4,1,0,0,2,10,2,2
5183025039,강원특별자치도 양양군 양양읍 화일리,-,-,-,-,-,-,0,1,3,0,0,0,0,2,8,13,11,4,0,0,2,2,2,0
5183031000,강원특별자치도 양양군 서면,0,0,0,0,0,1,2,4,7,9,10,4,32,111,241,98,122,90,5,14,36,40,49,17
5183031021,강원특별자치도 양양군 서면 갈천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,152,2,16,8,-,-,-,-,-,-
5183031022,강원특별자치도 양양군 서면 수리,-,-,-,-,-,-,-,-,-,-,-,-,1,14,9,5,7,1,0,3,5,6,5,1
5183031023,강원특별자치도 양양군 서면 논화리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,2,12,5,5,0,0,1,2,4,0
5183031024,강원특별자치도 양양군 서면 용소리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,0,0,0,0,1,1,0
5183031025,강원특별자치도 양양군 서면 내현리,-,-,-,-,-,-,-,-,-,-,-,-,0,10,4,2,6,1,0,0,2,3,5,1
5183031026,강원특별자치도 양양군 서면 용천리,-,-,-,-,-,-,0,0,3,2,1,0,0,13,8,8,18,7,1,1,4,5,1,0
5183031027,강원특별자치도 양양군 서면 북평리,-,-,-,-,-,-,2,2,4,7,9,4,1,1,3,18,14,18,0,0,0,1,1,0
5183031028,강원특별자치도 양양군 서면 범부리,-,-,-,-,-,-,0,1,0,0,0,0,2,6,6,9,5,3,1,1,1,6,5,0
5183031029,강원특별자치도 양양군 서면 상평리,0,0,0,0,0,1,-,-,-,-,-,-,1,5,4,5,12,5,1,2,1,2,6,4
5183031030,강원특별자치도 양양군 서면 장승리,-,-,-,-,-,-,-,-,-,-,-,-,5,8,17,16,9,14,-,-,-,-,-,-
5183031031,강원특별자치도 양양군 서면 서선리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,0,2,0,0,0,1,0,1
5183031032,강원특별자치도 양양군 서면 가라피리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,8,0,0,0,0,0,0,1
5183031033,강원특별자치도 양양군 서면 오색리,-,-,-,-,-,-,-,-,-,-,-,-,9,4,3,4,2,4,0,0,2,2,0,0
5183031034,강원특별자치도 양양군 서면 영덕리,-,-,-,-,-,-,-,-,-,-,-,-,2,5,3,4,3,3,-,-,-,-,-,-
5183031035,강원특별자치도 양양군 서면 서림리,-,-,-,-,-,-,-,-,-,-,-,-,2,20,14,5,7,8,3,3,14,9,14,6
5183031036,강원특별자치도 양양군 서면 미천리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1
5183031037,강원특별자치도 양양군 서면 북암리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5183031038,강원특별자치도 양양군 서면 송천리,-,-,-,-,-,-,-,-,-,-,-,-,2,6,5,2,5,7,1,1,0,2,5,1
5183031039,강원특별자치도 양양군 서면 송어리,-,-,-,-,-,-,-,-,-,-,-,-,4,4,3,0,1,0,-,-,-,-,-,-
5183031040,강원특별자치도 양양군 서면 공수전리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,5,2,3,5,0,4,5,1,1,1
5183032000,강원특별자치도 양양군 손양면,1,0,0,1,2,2,-,-,-,-,-,-,41,92,90,111,106,61,0,7,64,103,171,14
5183032021,강원특별자치도 양양군 손양면 동호리,-,-,-,-,-,-,-,-,-,-,-,-,5,9,6,5,3,1,0,0,1,3,3,0
5183032022,강원특별자치도 양양군 손양면 금강리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,0,1,0,1,5,1,5,0
5183032023,강원특별자치도 양양군 손양면 송전리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,4,2,0,0,2,3,2,1,0
5183032024,강원특별자치도 양양군 손양면 가평리,-,-,-,-,-,-,-,-,-,-,-,-,2,12,26,48,52,31,0,0,0,2,2,0
5183032025,강원특별자치도 양양군 손양면 오산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,0,-,-,-,-,-,-
5183032026,강원특별자치도 양양군 손양면 삽존리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,1,1,1,1,0,0,0,1,10,0
5183032027,강원특별자치도 양양군 손양면 석계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,-,-,-,-,-,-
5183032028,강원특별자치도 양양군 손양면 학포리,0,0,0,0,1,1,-,-,-,-,-,-,2,3,3,3,6,2,0,0,7,5,5,2
5183032029,강원특별자치도 양양군 손양면 수여리,-,-,-,-,-,-,-,-,-,-,-,-,3,6,3,5,6,3,0,1,9,16,11,1
5183032030,강원특별자치도 양양군 손양면 상양혈리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,4,2,1,0,0,2,11,12,2
5183032031,강원특별자치도 양양군 손양면 하양혈리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,0,1,0,0,7,20,36,2
5183032032,강원특별자치도 양양군 손양면 부소치리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,8,0
5183032033,강원특별자치도 양양군 손양면 수산리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,-,-,-,-,-,-
5183032034,강원특별자치도 양양군 손양면 와리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,0,0,0,2,2,3,0
5183032035,강원특별자치도 양양군 손양면 간리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0,0,2,0
5183032036,강원특별자치도 양양군 손양면 상왕도리,-,-,-,-,-,-,-,-,-,-,-,-,8,8,4,3,2,1,0,0,2,2,7,1
5183032037,강원특별자치도 양양군 손양면 하왕도리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,1,1,0,0,0,3,7,2,1
5183032038,강원특별자치도 양양군 손양면 도화리,-,-,-,-,-,-,-,-,-,-,-,-,3,4,3,3,1,0,0,0,3,2,2,0
5183032039,강원특별자치도 양양군 손양면 송현리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,8,8,14,5,0,1,8,11,17,2
5183032040,강원특별자치도 양양군 손양면 주리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,8,2,3,0,0,0,2,2,4,1
5183032041,강원특별자치도 양양군 손양면 여운포리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,0,0,2,3,8,0
5183032042,강원특별자치도 양양군 손양면 상운리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,9,9,7,6,0,0,7,8,23,1
5183032043,강원특별자치도 양양군 손양면 밀양리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,4,2,2,0,1,2,2,0,0
5183032044,강원특별자치도 양양군 손양면 우암리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,4,4,3,5,0,0,2,3,10,0
5183033000,강원특별자치도 양양군 현북면,-,-,-,-,-,-,0,0,0,1,0,0,19,86,74,62,89,38,0,15,43,56,42,5
5280037023,전북특별자치도 부안군 진서면 운호리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,2,4,0,1,7,9,4,4
5280038000,전북특별자치도 부안군 백산면,0,0,0,2,0,1,-,-,-,-,-,-,2,8,11,17,18,13,81,90,409,577,425,123
5280038021,전북특별자치도 부안군 백산면 금판리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,1,0,2,15,72,96,62,18
5280038022,전북특별자치도 부안군 백산면 용계리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,1,1,0,2,24,28,24,8
5280038023,전북특별자치도 부안군 백산면 원천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,0,0,2,18,38,47,35
5280038024,전북특별자치도 부안군 백산면 대수리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,0,11,70,90,63,11
5280038025,전북특별자치도 부안군 백산면 하청리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,4,0,8,42,51,37,6
5280038026,전북특별자치도 부안군 백산면 거룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,2,1,1,2,4,25,61,59,20
5280038027,전북특별자치도 부안군 백산면 대죽리,0,0,0,1,0,1,-,-,-,-,-,-,1,1,1,1,4,2,0,9,24,19,3,2
5280038028,전북특별자치도 부안군 백산면 평교리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,4,0,1,0,1,27,42,33,10
5280038029,전북특별자치도 부안군 백산면 오곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,0,3,8,8,5,0
5280038030,전북특별자치도 부안군 백산면 덕신리,0,0,0,1,0,0,-,-,-,-,-,-,0,0,1,3,2,1,2,2,14,18,9,2
5280038031,전북특별자치도 부안군 백산면 신평리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,2,20,14,13,2
5280038032,전북특별자치도 부안군 백산면 죽림리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,4,1,75,32,65,111,71,8
5280039000,전북특별자치도 부안군 상서면,0,2,0,2,0,0,-,-,-,-,-,-,16,58,49,48,60,26,42,9,135,267,141,28
5280039021,전북특별자치도 부안군 상서면 감교리,-,-,-,-,-,-,-,-,-,-,-,-,4,11,12,15,23,12,0,1,26,23,11,4
5280039022,전북특별자치도 부안군 상서면 가오리,0,0,0,2,0,0,-,-,-,-,-,-,0,3,3,6,11,4,3,3,44,72,38,3
5280039023,전북특별자치도 부안군 상서면 고잔리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,10,0,32,0,19,50,23,3
5280039024,전북특별자치도 부안군 상서면 용서리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,4,2,4,0,15,35,11,1
5280039025,전북특별자치도 부안군 상서면 장동리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,1,2,3,1,2,1,17,64,46,13
5280039026,전북특별자치도 부안군 상서면 통정리,0,2,0,0,0,0,-,-,-,-,-,-,4,17,9,5,3,3,0,0,11,17,7,5
5280039027,전북특별자치도 부안군 상서면 청림리,-,-,-,-,-,-,-,-,-,-,-,-,4,21,20,19,7,4,0,3,2,5,5,0
5280040000,전북특별자치도 부안군 하서면,-,-,-,-,-,-,-,-,-,-,-,-,1,6,47,14,21,40,37,27,176,364,489,199
5280040021,전북특별자치도 부안군 하서면 청호리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,4,5,7,9,0,3,45,69,65,24
5280040022,전북특별자치도 부안군 하서면 언독리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,8,5,11,40,152,315,145
5280040023,전북특별자치도 부안군 하서면 석상리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,2,4,30,1,47,67,44,8
5280040024,전북특별자치도 부안군 하서면 백련리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,39,2,6,8,1,7,21,35,28,4
5280040025,전북특별자치도 부안군 하서면 장신리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,6,6,12,2,4,23,41,36,18
5280041000,전북특별자치도 부안군 줄포면,-,-,-,-,-,-,0,0,0,1,0,1,43,155,151,91,101,154,36,37,109,179,146,84
5280041021,전북특별자치도 부안군 줄포면 줄포리,-,-,-,-,-,-,-,-,-,-,-,-,5,10,27,15,16,22,0,10,14,25,42,44
5280041022,전북특별자치도 부안군 줄포면 장동리,-,-,-,-,-,-,-,-,-,-,-,-,11,45,34,18,16,38,0,2,11,22,17,19
5280041023,전북특별자치도 부안군 줄포면 우포리,-,-,-,-,-,-,-,-,-,-,-,-,7,14,12,16,9,8,0,6,9,4,3,1
5280041024,전북특별자치도 부안군 줄포면 신리,-,-,-,-,-,-,-,-,-,-,-,-,9,44,27,12,19,14,0,3,10,10,5,2
5280041025,전북특별자치도 부안군 줄포면 난산리,-,-,-,-,-,-,0,0,0,0,0,1,4,12,11,5,7,31,3,5,20,45,38,9
5280041026,전북특별자치도 부안군 줄포면 파산리,-,-,-,-,-,-,0,0,0,1,0,0,4,11,12,7,11,20,0,5,9,2,5,1
5280041027,전북특별자치도 부안군 줄포면 대동리,-,-,-,-,-,-,-,-,-,-,-,-,3,19,29,18,23,20,33,6,36,71,34,7
5280042000,전북특별자치도 부안군 위도면,-,-,-,-,-,-,-,-,-,-,-,-,0,3,0,1,4,5,0,0,1,2,1,0
5280042021,전북특별자치도 부안군 위도면 진리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,2,2,0,0,0,1,1,0
5280042023,전북특별자치도 부안군 위도면 치도리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,3,0,0,0,1,0,0
5280042024,전북특별자치도 부안군 위도면 대리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,1,0,-,-,-,-,-,-
5280042026,전북특별자치도 부안군 위도면 식도리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5172025024,강원특별자치도 홍천군 홍천읍 갈마곡리,0,0,0,0,0,1,0,0,0,3,0,0,6,10,11,9,6,15,1,5,8,11,4,1
5172025025,강원특별자치도 홍천군 홍천읍 검율리,-,-,-,-,-,-,-,-,-,-,-,-,1,7,6,6,5,8,0,2,7,9,5,2
5172025026,강원특별자치도 홍천군 홍천읍 와동리,0,0,0,0,0,2,-,-,-,-,-,-,1,23,22,19,14,19,0,9,28,24,7,1
5172025027,강원특별자치도 홍천군 홍천읍 결운리,0,0,0,0,0,3,0,0,1,0,0,1,0,9,18,15,10,12,0,4,6,5,4,1
5172025028,강원특별자치도 홍천군 홍천읍 태학리,-,-,-,-,-,-,0,0,0,0,1,1,0,4,7,5,5,4,0,2,3,8,1,0
5172025029,강원특별자치도 홍천군 홍천읍 연봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,3,1,2,0,1,3,3,0,1
5172025030,강원특별자치도 홍천군 홍천읍 하오안리,-,-,-,-,-,-,-,-,-,-,-,-,3,16,57,6,7,8,4,15,30,24,5,1
5172025031,강원특별자치도 홍천군 홍천읍 장전평리,-,-,-,-,-,-,0,0,0,0,0,1,1,18,23,26,23,18,0,0,4,28,7,1
5172025032,강원특별자치도 홍천군 홍천읍 삼마치리,-,-,-,-,-,-,0,0,1,1,1,0,7,32,27,29,28,15,2,3,5,21,16,4
5172025033,강원특별자치도 홍천군 홍천읍 상오안리,0,0,1,1,3,4,-,-,-,-,-,-,2,23,6,15,24,27,0,2,41,27,11,4
5172031000,강원특별자치도 홍천군 화촌면,0,4,8,12,12,19,0,1,1,2,4,2,238,513,445,394,256,325,4,52,548,826,473,109
5172031021,강원특별자치도 홍천군 화촌면 송정리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,2,2,8,0,2,23,8,4,0
5172031022,강원특별자치도 홍천군 화촌면 내삼포리,0,1,0,0,0,0,-,-,-,-,-,-,1,13,12,18,10,19,0,9,101,179,81,20
5172031023,강원특별자치도 홍천군 화촌면 성산리,0,1,2,1,1,2,-,-,-,-,-,-,3,7,11,12,12,11,0,6,66,66,66,22
5172031024,강원특별자치도 홍천군 화촌면 야시대리,0,0,1,1,1,1,0,0,0,1,1,0,20,67,23,31,26,31,0,0,22,27,15,7
5172031025,강원특별자치도 홍천군 화촌면 주음치리,0,0,1,5,5,13,-,-,-,-,-,-,4,17,44,37,47,150,0,1,14,32,111,8
5172031026,강원특별자치도 홍천군 화촌면 군업리,0,0,0,0,1,0,-,-,-,-,-,-,17,57,45,28,11,11,0,3,30,108,16,2
5172031027,강원특별자치도 홍천군 화촌면 장평리,0,0,1,2,3,1,0,0,0,1,3,1,151,223,209,170,91,48,0,2,14,22,17,5
5172031028,강원특별자치도 홍천군 화촌면 굴운리,0,0,0,1,0,0,-,-,-,-,-,-,1,6,8,6,7,9,0,12,61,48,26,9
5172031029,강원특별자치도 홍천군 화촌면 구성포리,0,0,1,0,1,0,0,1,1,0,0,0,18,70,51,56,29,21,0,3,35,62,19,2
5172031030,강원특별자치도 홍천군 화촌면 풍천리,0,0,1,0,0,0,-,-,-,-,-,-,23,47,26,25,15,9,0,0,6,7,1,0
5172031031,강원특별자치도 홍천군 화촌면 외삼포리,0,0,1,1,0,1,-,-,-,-,-,-,0,4,12,9,6,8,3,13,177,267,117,31
5172032000,강원특별자치도 홍천군 두촌면,0,0,2,3,1,0,0,1,1,6,5,5,122,331,442,228,201,188,0,25,53,37,9,4
5172032021,강원특별자치도 홍천군 두촌면 철정리,-,-,-,-,-,-,0,1,1,5,5,5,16,64,55,55,41,34,0,6,13,15,3,2
5172032022,강원특별자치도 홍천군 두촌면 역내리,-,-,-,-,-,-,-,-,-,-,-,-,5,26,20,14,18,14,0,4,6,3,1,0
5172032023,강원특별자치도 홍천군 두촌면 천현리,-,-,-,-,-,-,-,-,-,-,-,-,10,47,43,37,31,33,0,2,8,4,1,0
5172032024,강원특별자치도 홍천군 두촌면 자은리,-,-,-,-,-,-,-,-,-,-,-,-,20,54,42,30,26,28,0,6,13,10,3,1
5172032025,강원특별자치도 홍천군 두촌면 원동리,-,-,-,-,-,-,-,-,-,-,-,-,51,37,145,16,9,6,0,5,9,3,1,0
5172032026,강원특별자치도 홍천군 두촌면 장남리,0,0,1,3,0,0,-,-,-,-,-,-,8,28,89,31,26,39,0,3,4,2,1,0
5172032027,강원특별자치도 홍천군 두촌면 괘석리,-,-,-,-,-,-,-,-,-,-,-,-,12,76,49,44,51,34,0,0,1,0,0,0
5172033000,강원특별자치도 홍천군 내촌면,1,2,4,8,13,22,0,2,5,7,6,7,300,814,725,503,494,510,2,26,145,182,99,27
5172033021,강원특별자치도 홍천군 내촌면 물걸리,0,0,1,3,5,5,0,0,0,0,1,0,36,153,147,140,133,137,0,4,39,56,31,10
5172033022,강원특별자치도 홍천군 내촌면 와야리,0,1,1,2,2,10,0,0,3,0,0,4,40,95,89,65,68,130,0,5,19,33,18,5
5172033023,강원특별자치도 홍천군 내촌면 서곡리,0,0,1,0,2,1,0,0,0,1,1,1,39,101,64,52,61,34,1,4,15,9,5,1
5172033024,강원특별자치도 홍천군 내촌면 도관리,-,-,-,-,-,-,0,0,1,3,0,0,34,97,88,66,51,39,0,2,20,30,20,4
5172033025,강원특별자치도 홍천군 내촌면 답풍리,-,-,-,-,-,-,0,0,0,0,2,0,54,89,110,30,42,34,0,3,28,22,9,2
5172033026,강원특별자치도 홍천군 내촌면 화상대리,0,0,0,1,1,3,0,0,0,2,0,1,56,119,89,73,57,88,1,8,23,25,12,4
5172033027,강원특별자치도 홍천군 내촌면 문현리,-,-,-,-,-,-,-,-,-,-,-,-,12,70,37,10,13,14,0,0,2,4,4,1
5172033028,강원특별자치도 홍천군 내촌면 광암리,0,0,0,2,2,2,0,1,1,2,2,1,30,91,101,65,68,35,0,1,1,2,1,0
5172034000,강원특별자치도 홍천군 서석면,1,5,14,30,32,45,0,3,6,7,10,7,180,300,259,181,180,154,1,12,138,262,148,37
5172034021,강원특별자치도 홍천군 서석면 풍암리,0,0,0,2,1,1,0,0,2,0,1,0,9,22,22,16,13,11,0,2,24,46,27,6
5172034022,강원특별자치도 홍천군 서석면 검산리,1,0,1,1,4,2,0,0,0,1,2,0,8,21,29,19,24,23,0,3,18,23,13,3
5172034023,강원특별자치도 홍천군 서석면 생곡리,0,0,3,5,4,4,0,1,0,0,3,1,11,31,47,48,43,30,0,1,18,33,11,2
5172034024,강원특별자치도 홍천군 서석면 상군두리,0,1,2,5,6,6,-,-,-,-,-,-,0,1,4,5,4,6,0,2,16,24,11,3
5172034025,강원특별자치도 홍천군 서석면 하군두리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,4,5,1,0,0,7,16,12,2
5172034026,강원특별자치도 홍천군 서석면 청량리,0,3,6,14,13,25,0,0,0,0,0,1,86,89,72,36,37,35,0,3,24,32,18,9
5172034027,강원특별자치도 홍천군 서석면 어론리,0,0,1,3,1,1,-,-,-,-,-,-,3,13,24,15,16,19,0,0,11,42,29,5
5172034028,강원특별자치도 홍천군 서석면 수하리,0,0,1,1,3,5,0,2,4,5,5,5,61,120,58,38,38,28,0,2,20,46,27,8
5172036000,강원특별자치도 홍천군 남면,0,1,8,16,27,40,0,1,8,9,10,24,110,243,215,143,169,216,3,22,120,300,250,85
5172036021,강원특별자치도 홍천군 남면 양덕원리,0,0,1,2,1,1,-,-,-,-,-,-,4,13,7,5,3,3,2,4,10,17,4,0
5172036022,강원특별자치도 홍천군 남면 유목정리,0,0,0,0,2,2,-,-,-,-,-,-,21,16,10,6,5,4,0,2,14,10,3,0
5172036023,강원특별자치도 홍천군 남면 신대리,0,0,1,1,1,2,0,1,5,6,8,18,14,43,42,25,30,35,0,0,12,34,47,10
5172036024,강원특별자치도 홍천군 남면 시동리,0,0,0,2,2,5,-,-,-,-,-,-,9,36,31,19,19,24,1,14,27,51,24,5
5172036026,강원특별자치도 홍천군 남면 월천리,0,0,0,0,0,1,-,-,-,-,-,-,22,9,6,7,3,3,0,0,6,7,4,0
5172036027,강원특별자치도 홍천군 남면 명동리,0,0,1,1,6,9,0,0,0,0,0,2,4,15,14,18,22,34,0,1,7,47,32,2
5172036028,강원특별자치도 홍천군 남면 제곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,5,11,4,5,1,0,0,7,16,2,1
