acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area,bjd_Nm,stdg_Cd
-,-,-,-,-,-,0,1,2,1,0,2,2,2,1,1,0,1,1,1,3,2,3,0,경상북도 청도군 이서면 양원리,4782034050
-,-,-,-,-,-,4,4,3,2,3,4,3,5,3,3,3,3,1,2,3,4,3,3,경상북도 청도군 이서면 신촌리,4782034051
-,-,-,-,-,-,1,0,0,1,0,1,4,8,5,3,3,5,2,3,5,1,1,1,경상북도 청도군 이서면 대곡리,4782034053
-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,1,1,1,1,2,2,3,3,1,경상북도 청도군 이서면 팔조리,4782034054
0,0,0,1,0,26,0,1,0,1,2,2,8,16,11,13,7,12,14,31,37,19,13,24,경상북도 청도군 운문면,4782035000
-,-,-,-,-,-,3,2,1,1,0,1,6,7,5,9,9,11,3,2,4,5,1,1,경상북도 청도군 매전면 남양리,4782037041
0,0,0,0,4,3,0,0,0,0,1,0,0,2,2,4,5,4,0,3,32,11,20,14,경상북도 고령군 덕곡면 원송리,4783031032
0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,4,5,0,2,55,25,34,17,경상북도 고령군 덕곡면 노리,4783031033
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,2,0,2,27,5,5,0,경상북도 고령군 덕곡면 옥계리,4783031035
0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,5,5,3,0,5,44,21,17,9,경상북도 고령군 덕곡면 용흥리,4783031036
0,2,4,16,34,36,0,0,0,0,0,1,0,1,1,1,3,3,0,12,61,24,12,17,경상북도 고령군 덕곡면 예리,4783031038
-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,5,0,5,0,2,30,39,19,5,경상남도 고성군 고성읍 이당리,4882025036
0,0,0,1,2,10,0,2,4,2,1,7,6,8,7,8,10,11,0,13,60,59,36,35,경상남도 고성군 삼산면,4882031000
-,-,-,-,-,-,0,0,1,0,0,0,2,2,1,2,1,2,0,7,14,11,5,3,경상남도 고성군 삼산면 미룡리,4882031023
0,0,1,0,3,0,-,-,-,-,-,-,1,1,1,1,1,1,0,2,6,4,3,0,경상남도 고성군 고성읍 기월리,4882025026
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,2,0,1,7,13,4,0,경상남도 고성군 고성읍 무량리,4882025028
0,0,0,1,2,0,-,-,-,-,-,-,0,0,1,1,2,1,0,3,16,10,6,3,경상남도 고성군 고성읍 덕선리,4882025029
-,-,-,-,-,-,0,0,0,0,0,1,1,1,2,1,1,2,0,0,12,32,38,10,경상남도 고성군 고성읍 우산리,4882025031
-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,1,1,0,7,34,37,13,5,경상남도 고성군 고성읍 율대리,4882025033
-,-,-,-,-,-,-,-,-,-,-,-,56,541,386,622,554,551,847,480,2725,4099,2491,593,경기도 파주시,4148000000
-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,7,9,8,0,0,1,4,4,0,경기도 파주시 금촌동,4148010100
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,2,0,6,16,28,16,7,경기도 파주시 야동동,4148010400
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,8,2,0,0,11,6,3,1,경기도 파주시 맥금동,4148010600
-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,10,19,25,11,20,220,305,233,72,경기도 파주시 문산읍,4148025000
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,4,11,4,0,1,16,22,12,4,경기도 파주시 문산읍 당동리,4148025022
-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,2,0,1,19,31,5,1,경기도 파주시 문산읍 선유리,4148025023
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,4,2,0,1,5,2,0,경기도 파주시 문산읍 임진리,4148025024
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,2,1,0,16,12,9,3,경기도 파주시 문산읍 운천리,4148025025
0,1,2,4,5,21,6,10,9,14,27,60,8,29,59,67,123,197,11,4,6,7,2,1,경상북도 봉화군 소천면,4792035000
0,0,0,0,3,4,0,0,1,2,10,20,3,2,8,4,5,8,4,1,6,5,4,8,경상북도 봉화군 물야면 가평리,4792031022
0,0,0,0,1,0,16,25,52,48,67,76,33,26,28,51,52,30,11,10,9,8,11,9,경상북도 봉화군 물야면 개단리,4792031023
-,-,-,-,-,-,-,-,-,-,-,-,12,20,5,6,2,1,0,0,1,3,6,32,경상남도 사천시 서포면 비토리,4824037030
4,13,22,84,78,236,25,179,118,126,58,76,146,388,527,384,394,650,46,480,2328,1962,1163,1011,경상남도 김해시,4825000000
-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,2,1,0,0,0,5,4,2,2,경상남도 의령군 궁류면 계현리,4872041526
1,1,0,1,8,45,2,3,0,2,1,4,20,110,207,179,188,226,32,58,744,792,437,264,충청북도 증평군,4374500000
0,0,0,1,7,39,2,3,0,2,1,3,17,71,143,128,130,145,1,41,508,577,337,194,충청북도 증평군 증평읍,4374525000
-,-,-,-,-,-,-,-,-,-,-,-,1,4,7,7,7,8,0,1,23,15,3,0,충청북도 증평군 증평읍 증평리,4374525021
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,충청북도 증평군 증평읍 중동리,4374525023
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-,충청북도 증평군 증평읍 신동리,4374525025
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,충청북도 증평군 증평읍 창동리,4374525026
-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,5,7,1,2,0,0,4,9,2,전라남도 나주시 문평면 대도리,4617037025
0,0,0,0,0,1,-,-,-,-,-,-,1,4,17,7,6,4,2,0,3,13,2,1,전라남도 나주시 문평면 계로리,4617037026
1,0,0,2,3,3,-,-,-,-,-,-,0,0,2,1,1,1,0,2,20,23,12,7,경상북도 고령군 성산면 용소리,4783033043
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,1,0,0,5,18,31,16,2,경상북도 고령군 성산면 상용리,4783033044
0,1,2,8,23,26,-,-,-,-,-,-,0,0,0,2,6,7,0,2,7,6,15,38,경상북도 고령군 성산면 기족리,4783033046
0,0,2,5,15,15,-,-,-,-,-,-,0,1,1,3,6,2,0,2,14,15,22,11,경상북도 고령군 성산면 기산리,4783033047
4,19,83,131,255,478,0,0,0,0,1,0,8,22,41,75,88,56,5,127,238,227,248,225,경상북도 고령군 다산면,4783034000
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,울산광역시 동구 전하동,3117010400
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,울산광역시 북구 효문동,3120012300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,5,3,울산광역시 북구 호계동,3120010200
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,울산광역시 중구 우정동,3111010800
-,-,-,-,-,-,1,4,7,10,5,11,0,2,3,0,2,2,0,9,2,2,0,1,울산광역시 중구 성안동,3111010900
-,-,-,-,-,-,0,0,0,0,2,3,0,0,0,0,0,3,0,0,2,1,0,0,울산광역시 중구 유곡동,3111011000
0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,2,2,2,0,1,8,4,2,0,울산광역시 중구 다운동,3111011200
-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,0,0,1,0,1,울산광역시 북구 구유동,3120011200
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,7,1,1,0,울산광역시 북구 정자동,3120011300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,5,1,0,0,울산광역시 북구 신명동,3120011400
-,-,-,-,-,-,0,0,0,5,0,0,0,1,1,1,2,2,1,8,23,6,5,2,울산광역시 북구 신현동,3120011700
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,대구광역시 중구 삼덕동3가,2711010700
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,대구광역시 중구 포정동,2711014300
0,0,0,1,4,16,0,1,1,1,0,0,0,0,1,1,1,2,2,1,17,29,16,7,전라남도 담양군 월산면 월계리,4671039029
0,2,2,1,2,8,0,0,0,1,0,1,0,0,3,3,2,2,3,2,14,32,21,5,전라남도 담양군 월산면 화방리,4671039030
1,7,17,44,89,253,25,24,22,21,19,18,4,7,73,48,25,27,21,47,539,972,503,79,전라남도 담양군 수북면,4671040000
0,1,0,2,4,3,2,1,2,3,1,2,1,0,1,1,0,0,2,4,57,190,18,3,전라남도 담양군 수북면 개동리,4671040022
0,1,4,9,32,119,-,-,-,-,-,-,0,0,1,2,0,1,3,1,18,44,31,8,전라남도 담양군 수북면 황금리,4671040024
0,0,0,2,3,3,5,9,4,5,6,3,0,3,11,9,6,7,0,3,8,17,85,3,전라남도 담양군 수북면 오정리,4671040026
-,-,-,-,-,-,7,3,10,32,37,48,10,8,8,15,16,12,0,0,0,1,0,0,경상북도 봉화군 물야면 오전리,4792031024
-,-,-,-,-,-,0,9,7,10,16,14,4,5,7,6,12,9,5,1,7,8,4,2,경상북도 봉화군 물야면 압동리,4792031025
-,-,-,-,-,-,0,1,0,3,6,17,1,2,4,6,7,12,5,2,90,48,10,12,경상북도 봉화군 물야면 수식리,4792031027
0,0,1,0,0,1,0,2,1,9,8,12,8,6,19,16,20,19,14,9,38,40,39,37,경상북도 봉화군 물야면 북지리,4792031028
0,0,0,0,0,1,0,0,0,0,0,2,2,5,10,10,14,24,-,-,-,-,-,-,경상북도 봉화군 소천면 남회룡리,4792035026
0,0,0,0,1,0,1,4,7,11,21,17,5,11,11,18,16,13,1,0,1,3,5,0,경상북도 봉화군 춘양면 학산리,4792034022
0,0,0,1,1,2,1,2,5,16,27,40,1,5,8,13,14,22,2,1,5,10,7,3,경상북도 봉화군 춘양면 서동리,4792034023
0,0,1,1,3,0,2,6,8,17,18,23,10,10,15,23,9,11,2,0,4,2,0,0,경상북도 봉화군 춘양면 애당리,4792034025
1,6,6,3,1,0,5,31,56,119,99,103,26,26,22,16,39,47,3,0,2,3,2,2,경상북도 봉화군 춘양면 서벽리,4792034027
0,0,0,0,1,1,0,0,0,0,2,1,30,11,11,12,8,9,0,5,12,25,26,10,경상남도 함양군 수동면 화산리,4887034021
-,-,-,-,-,-,0,5,21,7,18,40,11,14,9,1,5,5,0,3,17,16,15,10,경상남도 함양군 수동면 하교리,4887034023
-,-,-,-,-,-,0,2,7,37,103,251,6,6,5,6,1,1,0,1,10,27,9,0,경상남도 함양군 수동면 도북리,4887034024
0,1,1,5,6,11,0,0,3,6,33,78,2,7,5,4,2,3,0,0,6,22,19,10,경상남도 함양군 수동면 내백리,4887034026
0,0,0,1,0,0,-,-,-,-,-,-,0,1,3,2,4,1,0,1,0,1,10,0,경상남도 산청군 생비량면 제보리,4886039025
0,0,0,1,2,1,0,1,1,24,20,40,29,74,60,49,38,14,7,34,95,235,190,47,경상남도 함양군 유림면,4887033000
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,2,0,5,19,8,4,1,0,경상남도 함양군 마천면 강청리,4887031025
-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,4,4,1,5,17,10,10,6,4,경상남도 함양군 마천면 의탄리,4887031027
-,-,-,-,-,-,0,0,0,0,0,1,2,1,27,4,4,3,6,17,21,23,4,1,경상남도 함양군 마천면 창원리,4887031028
-,-,-,-,-,-,0,5,0,0,0,0,19,14,9,5,11,2,18,23,7,11,3,1,경상남도 함양군 마천면 구양리,4887031029
-,-,-,-,-,-,-,-,-,-,-,-,0,1599,7,6,5,1,0,1,5,8,2,0,경상남도 함양군 휴천면 월평리,4887032021
-,-,-,-,-,-,1,0,3,1,2,1,0,0,2,3,7,2,0,0,0,2,0,0,전라남도 고흥군 봉래면 예내리,4677036023
1,0,2,6,8,10,10,4,29,19,38,27,20,35,128,119,249,272,3,56,166,350,528,384,전라남도 고흥군 점암면,4677037000
-,-,-,-,-,-,2,5,12,8,9,7,1,5,6,29,22,12,0,0,10,28,31,13,전라남도 고흥군 과역면 도천리,4677038028
0,0,0,0,1,3,10,13,23,8,18,17,41,145,116,111,109,62,1,38,227,363,878,556,전라남도 고흥군 남양면,4677039000
-,-,-,-,-,-,0,0,0,1,0,4,3,14,9,14,17,5,0,3,23,36,98,60,전라남도 고흥군 남양면 신흥리,4677039022
-,-,-,-,-,-,0,0,0,2,1,2,7,16,10,6,7,4,0,1,20,28,103,44,전라남도 고흥군 남양면 대곡리,4677039023
-,-,-,-,-,-,2,3,3,0,0,0,3,9,10,10,18,5,0,2,23,29,66,10,전라남도 고흥군 남양면 중산리,4677039025
0,0,0,1,1,1,0,4,0,0,0,1,1,1,3,1,0,0,0,0,1,4,2,2,경상남도 하동군 옥종면 위태리,4885041034
-,-,-,-,-,-,0,12,22,4,3,0,1,0,49,1,1,6,0,0,1,1,3,0,경상남도 하동군 옥종면 회신리,4885041035
-,-,-,-,-,-,6,26,35,40,84,123,9,26,57,64,107,45,29,37,127,247,257,1189,전라남도 영암군 삼호읍,4683025300
-,-,-,-,-,-,0,0,0,3,3,1,1,2,4,3,1,3,0,3,13,8,7,5,전라남도 영암군 삼호읍 서창리,4683025321
-,-,-,-,-,-,0,1,4,4,6,12,2,2,5,4,2,5,29,7,16,50,71,465,전라남도 영암군 삼호읍 망산리,4683025322
-,-,-,-,-,-,0,1,2,1,3,1,1,2,8,5,2,5,0,18,47,25,21,7,전라남도 영암군 삼호읍 동호리,4683025324
-,-,-,-,-,-,1,7,6,6,16,22,3,5,13,12,3,5,0,4,17,24,35,154,전라남도 영암군 삼호읍 산호리,4683025325
-,-,-,-,-,-,2,7,15,14,19,26,0,2,11,13,19,19,0,0,1,6,6,7,전라남도 영암군 삼호읍 난전리,4683025327
-,-,-,-,-,-,0,1,1,2,11,34,0,2,3,1,2,1,0,1,4,4,9,7,전라남도 영암군 삼호읍 삼포리,4683025328
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,8,31,전라남도 영암군 삼호읍 나불리,4683025330
1,1,3,5,7,10,2,2,10,5,6,23,36,47,50,32,57,299,9,93,317,353,395,731,경기도 화성시 우정읍,4159025600
-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,3,2,8,2,11,12,9,12,17,경기도 화성시 우정읍 원안리,4159025621
-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,7,4,1,0,0,2,3,4,2,경상남도 남해군 이동면 화계리,4884031026
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,경상남도 남해군 남해읍 서변리,4884025022
-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,1,1,1,0,1,1,3,4,2,경상남도 남해군 남해읍 남변리,4884025023
-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,0,1,1,0,0,0,0,1,3,경상남도 남해군 남해읍 선소리,4884025025
-,-,-,-,-,-,0,1,0,1,0,1,5,3,4,5,7,8,0,1,3,12,21,11,경상남도 남해군 고현면 오곡리,4884037024
0,1,1,1,3,9,1,1,0,0,0,1,1,2,1,1,2,6,0,3,30,35,37,40,경기도 화성시 우정읍 호곡리,4159025622
0,0,1,1,0,0,-,-,-,-,-,-,1,2,2,1,1,1,0,1,25,17,12,4,경기도 화성시 우정읍 한각리,4159025624
-,-,-,-,-,-,0,0,0,0,0,3,2,3,12,0,6,8,0,0,1,3,1,0,경기도 화성시 우정읍 멱우리,4159025625
-,-,-,-,-,-,0,1,5,3,2,4,13,14,5,7,9,222,0,3,37,60,51,279,경기도 화성시 우정읍 주곡리,4159025627
-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,4,5,3,0,3,25,50,49,71,경기도 화성시 우정읍 이화리,4159025628
-,-,-,-,-,-,-,-,-,-,-,-,4,9,5,1,1,4,0,6,16,9,15,9,경기도 화성시 우정읍 석천리,4159025629
-,-,-,-,-,-,-,-,-,-,-,-,2,2,10,2,8,3,4,30,23,16,12,18,경기도 화성시 우정읍 매향리,4159025630
0,0,0,0,1,0,0,0,0,0,1,9,1,1,1,1,1,3,0,1,8,10,11,4,경기도 화성시 우정읍 조암리,4159025632
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,경기도 화성시 우정읍 국화리,4159025633
0,2,3,4,8,11,0,0,5,0,0,1,3,13,22,24,38,25,4,40,846,935,388,327,충청남도 서천군 한산면,4477034000
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,2,1,0,0,25,39,10,5,충청남도 서천군 한산면 성외리,4477034023
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,0,1,11,13,10,6,충청남도 서천군 한산면 축동리,4477034028
-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,1,1,0,0,16,21,11,13,충청남도 서천군 한산면 여사리,4477034031
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,1,1,0,0,73,59,10,19,충청남도 서천군 한산면 단상리,4477034034
-,-,-,-,-,-,0,1,2,2,0,0,2,6,7,7,12,26,0,1,2,3,8,6,경상남도 남해군 설천면 금음리,4884038024
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,경상남도 남해군 남해읍 북변리,4884025021
0,1,4,3,9,12,1,6,12,18,9,10,454,607,417,431,515,478,3,48,219,542,705,351,경상남도 남해군,4884000000
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,울산광역시 중구 반구동,3111011800
0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,1,2,3,15,20,11,3,2,1,울산광역시 남구,3114000000
0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,1,11,4,1,0,0,1,울산광역시 남구 옥동,3114010200
0,0,0,0,0,1,0,0,0,1,1,0,-,-,-,-,-,-,4,15,8,3,1,0,울산광역시 남구 두왕동,3114010300
4,32,7,4,3,1,3,4,5,4,12,10,71,39,21,23,11,8,1,3,36,35,14,4,전라남도 나주시 금천면 죽촌리,4617039025
-,-,-,-,-,-,0,3,2,0,3,2,7,20,18,22,15,5,1,0,1,1,0,0,전라남도 나주시 금천면 동악리,4617039027
0,0,1,0,0,0,2,14,18,20,21,22,29,139,53,47,36,15,2,0,3,7,9,3,전라남도 나주시 금천면 석전리,4617039028
0,0,1,3,6,3,9,17,9,20,27,25,1,4,8,24,14,12,3,1,7,17,3,1,전라남도 나주시 금천면 신가리,4617039030
0,1,0,1,1,0,4,7,10,20,23,54,11,26,23,28,12,9,2,1,7,18,6,0,전라남도 나주시 금천면 원곡리,4617039031
-,-,-,-,-,-,0,0,0,5,2,3,8,7,6,27,4,1,2,1,6,69,7,2,전라남도 나주시 노안면 구정리,4617038029
-,-,-,-,-,-,0,0,0,0,2,0,0,3,10,5,5,1,2,1,4,12,4,0,전라남도 나주시 문평면 학교리,4617037027
-,-,-,-,-,-,-,-,-,-,-,-,1,4,14,6,4,1,2,2,17,15,2,3,전라남도 나주시 문평면 국동리,4617037028
0,1,2,2,1,5,2,2,5,3,9,10,0,0,12,6,7,3,2,2,22,86,51,8,전라남도 나주시 문평면 옥당리,4617037029
-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,5,5,2,2,0,1,10,1,1,전라남도 나주시 문평면 학동리,4617037031
0,0,0,1,2,1,3,4,3,3,4,1,0,1,14,8,2,3,0,1,6,8,26,1,전라남도 담양군 수북면 대방리,4671040027
0,0,1,3,4,6,7,1,2,2,1,4,0,1,8,5,3,1,0,1,5,42,49,5,전라남도 담양군 수북면 두정리,4671040029
0,0,1,2,4,4,2,2,0,1,1,1,0,0,5,3,1,2,0,0,7,25,25,4,전라남도 담양군 수북면 주평리,4671040030
0,0,1,1,1,2,1,0,1,0,1,0,0,0,2,1,0,0,1,1,7,128,11,2,전라남도 담양군 수북면 남산리,4671040032
0,0,1,1,1,1,0,0,1,0,0,0,1,0,2,2,1,1,0,0,4,7,25,0,전라남도 담양군 수북면 대흥리,4671040033
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,서울특별시 마포구 신수동,1144011100
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,서울특별시 마포구 상암동,1144012700
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,-,-,-,-,-,-,서울특별시 강서구 방화동,1150010900
0,0,0,0,1,1,-,-,-,-,-,-,0,1,1,1,3,11,-,-,-,-,-,-,서울특별시 구로구,1153000000
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,서울특별시 구로구 개봉동,1153010700
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,서울특별시 영등포구 영등포동,1156010100
0,0,0,1,1,10,0,1,6,8,26,70,55,281,180,135,375,86,389,838,1361,1808,498,179,전라남도 나주시 동강면,4617035000
0,0,0,0,0,8,0,0,4,2,8,22,7,70,37,19,17,8,5,1,14,20,5,1,전라남도 나주시 동강면 인동리,4617035021
0,0,0,1,1,1,0,0,0,1,1,0,5,26,22,13,21,13,4,10,45,50,10,3,전라남도 나주시 동강면 월양리,4617035022
-,-,-,-,-,-,0,0,0,0,11,31,7,34,20,16,17,8,5,1,12,63,23,3,전라남도 나주시 동강면 대전리,4617035024
-,-,-,-,-,-,0,0,1,1,3,10,12,28,14,19,191,4,88,509,753,1201,273,122,전라남도 나주시 동강면 장동리,4617035025
-,-,-,-,-,-,0,0,0,2,1,3,5,24,14,19,19,18,7,4,22,39,15,3,전라남도 나주시 동강면 곡천리,4617035027
-,-,-,-,-,-,-,-,-,-,-,-,2,15,14,14,35,6,13,82,142,63,30,15,전라남도 나주시 동강면 대지리,4617035028
-,-,-,-,-,-,-,-,-,-,-,-,1,18,17,8,6,5,4,2,6,8,1,0,전라남도 나주시 동강면 양지리,4617035030
-,-,-,-,-,-,-,-,-,-,-,-,0,16,13,3,4,12,7,1,3,6,2,1,전라남도 나주시 동강면 운산리,4617035031
-,-,-,-,-,-,3,1,2,1,0,0,5,3,2,1,0,1,0,2,6,1,2,0,대구광역시 동구 각산동,2714012300
-,-,-,-,-,-,2,4,1,0,1,1,3,4,1,0,1,0,2,2,1,0,0,0,대구광역시 동구 동내동,2714012500
-,-,-,-,-,-,0,1,1,1,0,1,0,0,1,1,0,0,0,2,8,2,0,0,대구광역시 동구 능성동,2714013200
-,-,-,-,-,-,0,0,1,0,0,0,0,0,1,0,0,1,1,3,5,1,1,0,대구광역시 동구 백안동,2714013500
4,11,36,111,244,993,3,3,4,4,9,16,17,30,30,39,52,126,11,10,7,4,15,17,경상북도 성주군 선남면,4784031000
-,-,-,-,-,-,-,-,-,-,-,-,1,6,7,5,4,5,0,0,2,5,9,2,경상남도 남해군 고현면 포상리,4884037025
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,4,0,0,0,1,1,1,경상남도 남해군 고현면 차면리,4884037028
-,-,-,-,-,-,0,0,0,1,0,0,0,2,6,5,6,7,0,0,0,3,4,3,경상남도 남해군 고현면 갈화리,4884037029
-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,4,7,7,0,1,1,3,7,13,경상남도 남해군 설천면 비란리,4884038021
-,-,-,-,-,-,0,0,1,1,1,1,2,6,6,7,8,10,0,0,3,7,13,7,경상남도 남해군 설천면 진목리,4884038022
0,2,2,9,10,7,13,30,2,13,14,7,59,64,33,63,26,8,52,109,362,994,330,51,경상남도 산청군 차황면,4886031000
0,0,1,1,1,1,0,0,0,0,1,0,4,8,10,11,8,1,3,15,46,96,34,17,경상남도 산청군 차황면 장위리,4886031021
-,-,-,-,-,-,-,-,-,-,-,-,3,7,4,4,2,1,2,7,34,103,44,9,경상남도 산청군 차황면 양곡리,4886031022
-,-,-,-,-,-,0,0,0,0,1,0,5,1,0,2,0,0,2,6,23,72,26,1,경상남도 산청군 차황면 상중리,4886031023
0,0,0,3,2,3,0,0,0,2,0,2,1,1,1,3,0,1,3,14,60,112,41,4,경상남도 산청군 차황면 장박리,4886031025
0,0,0,1,1,0,0,0,0,0,1,0,10,1,4,4,0,0,12,14,25,116,30,1,경상남도 산청군 차황면 법평리,4886031026
-,-,-,-,-,-,0,0,1,1,2,1,8,13,8,11,2,3,12,8,25,125,27,4,경상남도 산청군 차황면 부리,4886031028
0,0,0,1,2,1,10,30,0,0,0,0,14,20,0,2,11,0,0,3,16,31,8,0,경상남도 산청군 차황면 철수리,4886031030
0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,1,0,1,4,2,17,50,16,1,경상남도 산청군 차황면 상법리,4886031031
0,1,0,1,0,0,2,0,0,4,8,14,4,7,1,0,0,0,0,0,9,26,33,3,경상남도 산청군 오부면 양촌리,4886032021
-,-,-,-,-,-,-,-,-,-,-,-,8,4,1,1,1,0,1,2,16,11,5,0,경상남도 산청군 생초면 하촌리,4886033030
-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,0,1,1,0,0,1,3,2,0,경상남도 고성군 하이면 덕명리,4882033022
-,-,-,-,-,-,0,0,0,2,4,10,4,2,4,4,4,4,0,1,21,55,30,11,경상남도 고성군 하이면 월흥리,4882033023
-,-,-,-,-,-,0,13,1,0,1,0,2,2,5,1,1,2,1,4,24,75,37,8,경상남도 고성군 대가면 유흥리,4882035024
-,-,-,-,-,-,0,0,0,0,1,11,1,1,1,0,1,1,0,0,4,5,1,0,경상남도 고성군 하이면 와룡리,4882033026
-,-,-,-,-,-,0,1,1,1,2,27,0,1,1,1,3,3,0,1,8,9,5,2,경상남도 고성군 하이면 봉현리,4882033027
0,0,0,1,0,0,0,0,3,0,1,0,0,1,1,1,4,1,0,2,32,103,70,23,경상남도 고성군 개천면 청광리,4882038021
-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,1,2,0,1,17,13,2,1,경상남도 고성군 개천면 나선리,4882038022
-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,0,0,0,0,3,2,1,0,경상남도 고성군 개천면 봉치리,4882038024
-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,1,0,0,17,12,7,1,경상남도 고성군 개천면 북평리,4882038026
0,1,2,3,12,25,0,3,3,7,6,10,1,15,38,83,26,12,7,5,70,158,107,15,전라남도 장성군 장성읍,4688025000
-,-,-,-,-,-,0,0,0,1,1,3,0,1,4,4,2,1,0,0,4,4,3,1,전라남도 장성군 장성읍 수산리,4688025021
0,0,0,0,0,1,-,-,-,-,-,-,0,3,9,23,8,2,0,1,7,10,6,0,전라남도 장성군 장성읍 유탕리,4688025023
0,0,1,0,9,2,0,0,0,0,1,1,0,0,4,11,3,1,1,0,2,4,2,0,전라남도 장성군 장성읍 영천리,4688025024
0,0,0,1,1,0,0,4,3,5,3,0,4,7,8,10,14,3,1,2,28,5,2,1,전라남도 장성군 진원면 학림리,4688031027
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,2,0,0,0,1,1,0,전라남도 장성군 장성읍 기산리,4688025026
